DATE,TIME,SECONDS,NANOSECONDS,VELOCITY,U,V,W,BCH4,BRSSI,TCH4,TRSSI,PRESS_MBAR,INLET,TEMPC,CH4,H20,C2H6,R,C2C1,BATTV,POWMV,CURRMA,SOCPER,LAT,LONG,bearing,U_cor,horz_length,adj_theta,totalWind,phi,raw_CH4,distance,odometer
2020-05-10,20:57:14,1589165834,760000000,7.663318148936515,0,0,0,2.01621,0,2.01621,0,240.00799999999998,0,26.7666,2.01621,6763.0,2.5702,-0.338802,-1.0,11704,13515,750,59,40.520690918,-105.09616088870001,3.141592653589793,7.663318148936515,7.663318148936515,5.835571430104725,7.663318148936515,1.4410377494763604,2.01621,15.694474487392148,19917.90043041554
2020-05-10,20:57:15,1589165835,784000000,6.6352092034048935,0,0,0,2.01507,0,2.01507,0,240.00900000000001,0,26.7694,2.01507,6763.57,2.71877,-0.336545,-1.0,11675,13361,749,59,40.5206260681,-105.09616088870001,3.094117516573255,6.6352092034048935,6.6352092034048935,5.8566482311388794,6.6352092034048935,1.4212109520309608,2.01507,13.58890909401174,19931.48933950955
2020-05-10,20:57:16,1589165836,808000000,5.809561858007481,0,0,0,2.01483,0,2.01483,0,240.013,0,26.7717,2.01483,6770.9,2.75493,-0.320736,-1.0,11733,13365,754,59,40.5205688477,-105.09615325930001,2.8671509652509717,5.809561858007481,5.809561858007481,5.706206737014213,5.809561858007481,1.40033670924754,2.01483,11.897983250323174,19943.387322759874
2020-05-10,20:57:17,1589165837,832000000,5.889865406826635,0,0,0,2.01661,0,2.01661,0,240.037,0,26.7749,2.01661,6770.5,2.76293,-0.316456,-1.0,11733,13365,754,59,40.5205230713,-105.0961227417,2.512894315715101,5.889865406826635,5.889865406826635,5.343378843140732,5.889865406826635,1.4026169200610938,2.01661,12.06244352186297,19955.449766281738
2020-05-10,20:57:18,1589165838,856000000,6.282426573439321,0,0,0,2.01671,0,2.01671,0,239.993,0,26.7776,2.01671,6782.72,3.02069,-0.296554,-1.0,11669,13332,729,59,40.5204811096,-105.0960693359,2.2907535039642144,6.282426573439321,6.282426573439321,5.083055325036481,6.282426573439321,1.412946390143763,2.01671,12.866410233525395,19968.31617651526
2020-05-10,20:57:19,1589165839,880000000,6.088000855238146,0,0,0,2.01646,0,2.01646,0,240.014,0,26.7803,2.01646,6786.98,3.39336,-0.18276900000000001,-1.0,11682,13266,732,59,40.5204467773,-105.0960083008,2.0672217009501783,6.088000855238146,6.088000855238146,4.87770192551676,6.088000855238146,1.4079925833471214,2.01646,12.468226343736669,19980.784402858997
2020-05-10,20:57:20,1589165840,904000000,5.90523361560121,0,0,0,2.01286,0,2.01286,0,239.99900000000002,0,26.7828,2.01286,6791.77,2.83938,-0.061748800000000006,-1.0,11684,13259,722,59,40.5204277039,-105.09593963620001,1.8552007492425648,5.90523361560121,5.90523361560121,4.6840764625213325,5.90523361560121,1.403046427185894,2.01286,12.093917611264173,19992.87832047026
2020-05-10,20:57:21,1589165841,928000000,6.382369492552908,0,0,0,2.01776,0,2.01776,0,240.012,0,26.785,2.01776,6793.61,3.26642,-0.0508971,-1.0,11704,13328,730,59,40.5204162598,-105.0958709717,1.7337730192182106,6.382369492552908,6.382369492552908,4.517241903874764,6.382369492552908,1.415378277800135,2.01776,13.07109181991648,20005.949412290174
2020-05-10,20:57:22,1589165842,952000000,6.352052086075264,0,0,0,2.02188,0,2.02188,0,239.981,0,26.7873,2.02188,6800.49,3.5507,0.0231708,-1.0,11725,13351,728,59,40.5204086304,-105.0957870483,1.7015932376333955,6.352052086075264,6.352052086075264,4.487706576386014,6.352052086075264,1.414648461560676,2.02188,13.009003290176612,20018.95841558035
2020-05-10,20:57:23,1589165843,976000000,5.850501512507457,0,0,0,2.02027,0,2.02027,0,239.984,0,26.7906,2.02027,6809.66,3.01071,0.07066180000000001,-1.0,11686,13322,725,59,40.520401000999996,-105.09571838379999,1.8212155258323022,5.850501512507457,5.850501512507457,4.65586667874612,5.850501512507457,1.4015067858663803,2.02027,11.981827666721522,20030.94024324707
2020-05-10,20:57:25,1589165845,0,6.189336716637204,0,0,0,2.01875,0,2.01875,0,239.986,0,26.7933,2.01875,6818.72,3.0023400000000002,0.129956,-1.0,11710,13333,730,59,40.5203819275,-105.0956497192,2.096650346824456,6.189336716637204,6.189336716637204,4.897486131406703,6.189336716637204,1.4106123824467878,2.01875,12.675760722086498,20043.616003969157
2020-05-10,20:57:26,1589165846,24000000,6.192919709951968,0,0,0,2.0194099999999997,0,2.0194099999999997,0,240.00400000000002,0,26.7964,2.0194099999999997,6814.19,2.71802,0.143095,-1.0,11740,13259,739,59,40.5203437805,-105.0955886841,2.34945659973599,6.192919709951968,6.192919709951968,5.1499582536518265,6.192919709951968,1.4107034830659582,2.0194099999999997,12.683100168396535,20056.299104137554
2020-05-10,20:57:27,1589165847,48000000,6.058606325258747,0,0,0,2.0190200000000003,0,2.0190200000000003,0,239.993,0,26.799,2.0190200000000003,6819.44,3.1899,0.21034699999999998,-1.0,11740,13259,739,59,40.5203018188,-105.09554290770001,2.5329978328987526,6.058606325258747,6.058606325258747,5.3463476235976195,6.058606325258747,1.4072166910710415,2.0190200000000003,12.408026343479513,20068.707130481034
2020-05-10,20:57:28,1589165848,72000000,6.058605910448479,0,0,0,2.02021,0,2.02021,0,240.00900000000001,0,26.8018,2.02021,6813.96,3.43664,0.15942,-1.0,11739,13268,759,59,40.5202522278,-105.0955047607,2.5329980981240814,6.058605910448479,6.058605910448479,5.346347929551687,6.058605910448479,1.407216680070074,2.02021,12.408024049463831,20081.115154530497
2020-05-10,20:57:29,1589165849,96000000,5.909360809495156,0,0,0,2.01535,0,2.01535,0,240.019,0,26.8047,2.01535,6826.18,2.6623799999999997,0.2012,-1.0,11740,13252,748,59,40.5202102661,-105.09545898440001,2.2995353746296887,5.909360809495156,5.909360809495156,5.127980727468769,5.909360809495156,1.4031614031143578,2.01535,12.102370103776446,20093.217524634274
2020-05-10,20:57:30,1589165850,120000000,5.813074074018291,0,0,0,2.01769,0,2.01769,0,240.012,0,26.8069,2.01769,6805.14,2.80587,0.191135,-1.0,11672,13219,735,59,40.5201797485,-105.0953979492,2.093022985165929,5.813074074018291,5.813074074018291,4.931697996316922,5.813074074018291,1.4004377179686012,2.01769,11.905176269054964,20105.12270090333
2020-05-10,20:57:31,1589165851,144000000,5.303716040326527,0,0,0,2.01785,0,2.01785,0,239.998,0,26.8094,2.01785,6816.38,3.01571,0.240296,-1.0,11724,13208,734,59,40.5201568604,-105.0953369141,1.888523657585235,5.303716040326527,5.303716040326527,4.788711927751437,5.303716040326527,1.3844370815770033,2.01785,10.862010966506539,20115.984711869834
2020-05-10,20:57:32,1589165852,168000000,4.176577129927475,0,0,0,2.0221299999999998,0,2.0221299999999998,0,240.00099999999998,0,26.8121,2.0221299999999998,6791.31,2.41913,0.06694630000000001,-1.0,11731,13264,739,59,40.520149231,-105.0952758789,1.7704805370126437,4.176577129927475,4.176577129927475,4.869782868586702,4.176577129927475,1.3357898877733354,2.0221299999999998,8.553629372593507,20124.538341242427
2020-05-10,20:57:33,1589165853,192000000,4.640754316523646,0,0,0,2.01927,0,2.01927,0,239.989,0,26.815,2.01927,6801.54,2.7085,0.038785900000000005,-1.0,11690,13225,734,59,40.520141601599995,-105.0952377319,1.8885246248089558,4.640754316523646,4.640754316523646,4.892759692155841,4.640754316523646,1.3585593070107636,2.01927,9.504265291668784,20134.042606534094
2020-05-10,20:57:34,1589165854,216000000,3.017297627040746,0,0,0,2.0192099999999997,0,2.0192099999999997,0,240.007,0,26.8181,2.0192099999999997,6800.8,2.76099,0.014256799999999998,-1.0,11733,13229,745,59,40.520122528099996,-105.0951690674,1.921134448842123,3.017297627040746,3.017297627040746,5.377747595128837,3.017297627040746,1.2507666035064902,2.0192099999999997,6.179425833686412,20140.22203236778
2020-05-10,20:57:35,1589165855,240000000,1.3259313853831975,0,0,0,2.02195,0,2.02195,0,240.00400000000002,0,26.8207,2.02195,6801.36,3.39055,0.059012800000000004,-1.0,11719,13235,734,59,40.520122528099996,-105.0951690674,1.8885247029818064,1.3259313853831975,1.3259313853831975,6.140917808235482,1.3259313853831975,0.9246210218464552,2.02195,2.7155072901177957,20142.937539657898
2020-05-10,20:57:36,1589165856,264000000,2.5529602325876546,0,0,0,2.0177,0,2.0177,0,240.002,0,26.8234,2.0177,6801.8,2.9952900000000002,0.0673954,-1.0,11674,12488,730,59,40.5201148987,-105.0951385498,1.733772717815143,2.5529602325876546,2.5529602325876546,5.391255007788821,2.5529602325876546,1.197463676374007,2.0177,5.228462804678162,20148.166002462574
2020-05-10,20:57:37,1589165857,288000000,2.651862326552138,0,0,0,2.01629,0,2.01629,0,239.99900000000002,0,26.8254,2.01629,6807.1,2.5255400000000003,0.07907180000000001,-1.0,11746,13210,765,59,40.5201148987,-105.09510803219999,1.2530674143477878,2.651862326552138,2.651862326552138,4.8652031927822765,2.651862326552138,1.2101915389732731,2.01629,5.431014302738104,20153.597016765314
2020-05-10,20:57:38,1589165858,312000000,4.763019680844808,0,0,0,2.0157700000000003,0,2.0157700000000003,0,240.0,0,26.8288,2.0157700000000003,6817.75,2.79209,0.0765296,-1.0,11682,13272,747,59,40.5201301575,-105.09507751459999,0.9162740892082276,4.763019680844808,4.763019680844808,3.898830490767737,4.763019680844808,1.363851213220692,2.0157700000000003,9.754663634099476,20163.351680399413
2020-05-10,20:57:39,1589165859,336000000,4.939150085127412,0,0,0,2.02038,0,2.02038,0,240.00400000000002,0,26.8317,2.02038,6820.03,3.0295400000000003,0.09917530000000001,-1.0,11692,13214,746,59,40.5201683044,-105.0950164795,0.7772110411244191,4.939150085127412,4.939150085127412,3.730658779141031,4.939150085127412,1.3710326788324274,2.02038,10.115378677210535,20173.467059076625
2020-05-10,20:57:40,1589165860,360000000,3.668873979439954,0,0,0,2.01293,0,2.01293,0,240.005,0,26.8341,2.01293,6834.49,2.7526900000000003,0.12745,-1.0,11743,13271,751,59,40.5201950073,-105.0949935913,0.4435383581820791,3.668873979439954,3.668873979439954,3.675202120080119,3.668873979439954,1.30469700602757,2.01293,7.513854266781936,20180.980913343406
2020-05-10,20:57:41,1589165861,384000000,3.780922660169992,0,0,0,2.01498,0,2.01498,0,240.0,0,26.837,2.01498,6835.17,2.62908,0.305115,-1.0,11680,13242,741,59,40.5202293396,-105.0949783325,0.16734813053971043,3.780922660169992,3.780922660169992,3.366861109493186,3.780922660169992,1.3122312047994569,2.01498,7.743329975816565,20188.724243319222
2020-05-10,20:57:42,1589165862,408000000,3.5768660055622274,0,0,0,2.0152400000000004,0,2.0152400000000004,0,240.017,0,26.8396,2.0152400000000004,6836.28,2.5327,0.351632,-1.0,11716,13159,740,59,40.520263671900004,-105.0949783325,6.106192052665004,3.5768660055622274,3.5768660055622274,9.365612812829854,3.5768660055622274,1.2981823694619012,2.0152400000000004,7.325421074538986,20196.049664393762
2020-05-10,20:57:43,1589165863,432000000,3.642320569331993,0,0,0,2.01503,0,2.01503,0,240.01,0,26.8421,2.01503,6840.49,3.09338,0.314352,-1.0,11712,13189,727,59,40.5202941895,-105.0949935913,5.633202752885044,3.642320569331993,3.642320569331993,8.872749335327786,3.642320569331993,1.3028482987876862,2.01503,7.459472880297855,20203.50913727406
2020-05-10,20:57:44,1589165864,456000000,3.83969462681813,0,0,0,2.01883,0,2.01883,0,240.003,0,26.8443,2.01883,6827.98,2.78638,0.394075,-1.0,11731,13062,737,59,40.520317077600005,-105.0950317383,5.158573487236685,3.83969462681813,3.83969462681813,8.341922741068085,3.83969462681813,1.3160186287230276,2.01883,7.863694969228981,20211.37283224329
2020-05-10,20:57:45,1589165865,480000000,3.778680270994114,0,0,0,2.0175400000000003,0,2.0175400000000003,0,240.003,0,26.8473,2.0175400000000003,6841.15,2.66751,0.379318,-1.0,11724,13071,755,59,40.520324707,-105.09507751459999,4.712389499492867,3.778680270994114,3.778680270994114,7.912528581738336,3.778680270994114,1.312084517801217,2.0175400000000003,7.738736661658657,20219.11156890495
2020-05-10,20:57:46,1589165866,504000000,3.8396983501490913,0,0,0,2.0188200000000003,0,2.0188200000000003,0,239.988,0,26.8501,2.0188200000000003,6854.75,2.77037,0.354964,-1.0,11724,13071,755,59,40.520317077600005,-105.09512329100001,4.266205889002684,3.8396983501490913,3.8396983501490913,7.449554133714201,3.8396983501490913,1.3160188652260647,2.0188200000000003,7.863702594611152,20226.975271499563
2020-05-10,20:57:47,1589165867,528000000,3.6872227648539164,0,0,0,2.01583,0,2.01583,0,239.99400000000003,0,26.8523,2.01583,6855.64,3.18416,0.30899499999999996,-1.0,11683,13049,734,59,40.5202941895,-105.09516143799999,3.8937336945581467,3.6872227648539164,3.6872227648539164,7.120010079662961,3.6872227648539164,1.305960003801586,2.01583,7.5514325810946055,20234.526704080658
2020-05-10,20:57:48,1589165868,552000000,3.636142516887472,0,0,0,2.01709,0,2.01709,0,239.981,0,26.8544,2.01709,6861.38,2.71315,0.30654899999999996,-1.0,11739,13103,731,59,40.5202674866,-105.09518432620001,3.6879769248704912,3.636142516887472,3.636142516887472,6.9293723286192,3.636142516887472,1.3024145685506665,2.01709,7.4468193613665745,20241.973523442022
2020-05-10,20:57:49,1589165869,576000000,3.9799958178046517,0,0,0,2.01593,0,2.01593,0,239.957,0,26.8573,2.01593,6867.01,2.79598,0.320193,-1.0,11704,13019,751,59,40.520236969,-105.0952072144,3.728547057147818,3.9799958178046517,3.9799958178046517,6.875169894603493,3.9799958178046517,1.3246353827783794,2.01593,8.151030873112198,20250.124554315134
2020-05-10,20:57:50,1589165870,600000000,4.0115856367038925,0,0,0,2.01442,0,2.01442,0,239.976,0,26.8596,2.01442,6864.41,2.53075,0.406596,-1.0,11689,13038,746,59,40.5202064514,-105.0952377319,4.044212475026956,4.0115856367038925,4.0115856367038925,7.18291473145234,4.0115856367038925,1.3264973188426339,2.01442,8.215727774195683,20258.34028208933
2020-05-10,20:57:51,1589165871,624000000,4.485642311728305,0,0,0,2.01513,0,2.01513,0,239.99900000000002,0,26.8622,2.01513,6862.16,2.75549,0.431095,-1.0,11704,13059,721,59,40.5201911926,-105.0952835083,4.526629974879286,4.485642311728305,4.485642311728305,7.560264786784597,4.485642311728305,1.3514496645418572,2.01513,9.186595890759438,20267.52687798009
2020-05-10,20:57:52,1589165872,648000000,5.4954915362212375,0,0,0,2.00888,0,2.00888,0,239.97299999999998,0,26.865,2.00888,6847.15,2.92503,0.348639,-1.0,11712,13036,720,59,40.5201911926,-105.0953445435,4.940493694424726,5.4954915362212375,5.4954915362212375,7.815943242345291,5.4954915362212375,1.390798441594177,2.00888,11.254765890526542,20278.781643870618
2020-05-10,20:57:53,1589165873,672000000,6.146648498491493,0,0,0,2.0129099999999998,0,2.0129099999999998,0,240.00799999999998,0,26.868,2.0129099999999998,6845.97,3.26261,0.151818,-1.0,11741,12996,725,59,40.5202140808,-105.095413208,5.322344256322608,6.146648498491493,6.146648498491493,8.12719664662557,6.146648498491493,1.4095190376555726,2.0129099999999998,12.58833672282446,20291.36998059344
2020-05-10,20:57:54,1589165874,696000000,6.600617487213488,0,0,0,2.01317,0,2.01317,0,239.981,0,26.8703,2.01317,6845.71,2.63712,0.165277,-1.0,11706,13000,723,59,40.5202560425,-105.09546661379999,5.614213230604109,6.600617487213488,6.600617487213488,8.379495886426858,6.600617487213488,1.4204387549534672,2.01317,13.518065255886839,20304.88804584933
2020-05-10,20:57:55,1589165875,720000000,7.098508008042336,0,0,0,2.01247,0,2.01247,0,239.968,0,26.8734,2.01247,6854.77,2.60813,0.19051400000000002,-1.0,11706,13000,723,59,40.5203094482,-105.0955123901,5.668526227091862,7.098508008042336,7.098508008042336,8.397249336267404,7.098508008042336,1.4308426288049296,2.01247,14.537743398560318,20319.42578924789
2020-05-10,20:57:56,1589165876,744000000,7.319990163058941,0,0,0,2.01185,0,2.01185,0,240.019,0,26.8764,2.01185,6849.09,3.02071,0.163386,-1.0,11688,13000,723,59,40.520362854,-105.0955657959,5.58181245689549,7.319990163058941,7.319990163058941,8.296154912180674,7.319990163058941,1.4350245896270115,2.01185,14.991338820773493,20334.417128068664
2020-05-10,20:57:57,1589165877,768000000,7.077615561549967,0,0,0,2.01249,0,2.01249,0,240.03599999999997,0,26.8793,2.01249,6838.2,2.7136099999999996,0.146043,-1.0,11734,13007,718,59,40.5204124451,-105.0956268311,5.491050444335211,7.077615561549967,7.077615561549967,8.221185280997434,7.077615561549967,1.430434895840674,2.01249,14.49495735852783,20348.912085427193
2020-05-10,20:57:58,1589165878,792000000,6.900163541566451,0,0,0,2.0160400000000003,0,2.0160400000000003,0,240.02,0,26.8822,2.0160400000000003,6830.8,2.29144,0.0429074,-1.0,11671,12996,716,59,40.520454406700004,-105.09568786620001,5.319269790321325,6.900163541566451,6.900163541566451,8.0618059572566,6.900163541566451,1.426874241689134,2.0160400000000003,14.131535604339984,20363.043621031535
2020-05-10,20:57:59,1589165879,816000000,6.560848415608967,0,0,0,2.01455,0,2.01455,0,240.02599999999998,0,26.8847,2.01455,6825.21,2.60905,0.051019199999999994,-1.0,11737,12837,739,59,40.5204849243,-105.0957641602,5.1352735885449805,6.560848415608967,6.560848415608967,7.903762841931168,6.560848415608967,1.4195411479841291,2.01455,13.436616629144096,20376.48023766068
2020-05-10,20:58:00,1589165880,840000000,4.940839405793666,0,0,0,2.01742,0,2.01742,0,239.97400000000002,0,26.8876,2.01742,6835.21,2.33355,0.0208019,-1.0,11676,12955,742,59,40.5205039978,-105.0958328247,5.0102082198229105,4.940839405793666,4.940839405793666,7.963388190048576,4.940839405793666,1.3710991782326507,2.01742,10.118839583684496,20386.599077244362
2020-05-10,20:58:01,1589165881,864000000,3.51906879408877,0,0,0,2.01389,0,2.01389,0,240.005,0,26.8904,2.01389,6837.67,2.65482,0.0116751,-1.0,11705,12859,743,59,40.5205116272,-105.09587860110001,4.8898867415525675,3.51906879408877,3.51906879408877,8.167389846545797,3.51906879408877,1.2939286083352652,2.01389,7.207053232610445,20393.806130476973
2020-05-10,20:58:02,1589165882,888000000,2.8415591305335703,0,0,0,2.01567,0,2.01567,0,240.024,0,26.893,2.01567,6835.56,2.00928,0.107092,-1.0,11698,12965,753,59,40.5205154419,-105.095916748,4.7853425183557805,2.8415591305335703,2.8415591305335703,8.31423385124388,2.8415591305335703,1.2324125310802296,2.01567,5.819512698264302,20399.625643175237
2020-05-10,20:58:03,1589165883,912000000,2.5276151473257715,0,0,0,2.0118,0,2.0118,0,239.958,0,26.896,2.0118,6848.02,2.4614,0.155887,-1.0,11664,12937,732,59,40.5205154419,-105.09594726559999,4.794422903077994,2.5276151473257715,2.5276151473257715,8.463719372554747,2.5276151473257715,1.1940629888143193,2.0118,5.176556067596388,20404.802199242833
2020-05-10,20:58:04,1589165884,936000000,3.3148099497402264,0,0,0,2.01424,0,2.01424,0,239.987,0,26.8992,2.01424,6853.35,2.12684,0.17319600000000002,-1.0,11721,12918,736,59,40.5205192566,-105.0959777832,5.0301197612192485,3.3148099497402264,3.3148099497402264,8.375667435182951,3.3148099497402264,1.2778022424518256,2.01424,6.788731099515393,20411.590930342347
2020-05-10,20:58:05,1589165885,960000000,4.387187975274161,0,0,0,2.0138,0,2.0138,0,239.988,0,26.9012,2.0138,6856.26,2.4594099999999997,-0.000554031,-1.0,11721,12918,736,59,40.5205345154,-105.09602355959998,5.37315723674476,4.387187975274161,4.387187975274161,8.426636743136758,4.387187975274161,1.346688704262482,2.0138,8.984960354137105,20420.575890696484
2020-05-10,20:58:06,1589165886,984000000,5.572679153776095,0,0,0,2.01058,0,2.01058,0,239.99200000000002,0,26.9044,2.01058,6869.64,3.08012,-0.119073,-1.0,11673,12894,736,60,40.5205688477,-105.0960617065,5.814127587587574,5.572679153776095,5.572679153776095,8.680182878124198,5.572679153776095,1.3932391819396828,2.01058,11.412846120384337,20431.988736816867
2020-05-10,20:58:08,1589165888,8000000,7.105046855384158,0,0,0,2.01094,0,2.01094,0,240.00400000000002,0,26.9077,2.01094,6865.12,2.88605,-0.135168,-1.0,11743,12899,744,60,40.5206260681,-105.09608459469999,6.1498334462386275,7.105046855384158,7.105046855384158,8.878116741254056,7.105046855384158,1.4309697565936512,2.01094,14.551136650968628,20446.539873467835
2020-05-10,20:58:09,1589165889,32000000,8.491784574116101,0,0,0,2.0119599999999997,0,2.0119599999999997,0,240.02599999999998,0,26.9105,2.0119599999999997,6874.94,2.65613,-0.133211,-1.0,11727,12817,746,60,40.520698547399995,-105.09608459469999,0.0,8.491784574116101,8.491784574116101,2.6526830861455197,8.491784574116101,1.453575319220511,2.0119599999999997,17.391175633826254,20463.931049101662
2020-05-10,20:58:10,1589165890,56000000,9.52736440121283,0,0,0,2.01257,0,2.01257,0,240.00599999999997,0,26.9128,2.01257,6887.42,3.00469,-0.270524,-1.0,11673,12813,722,60,40.5207824707,-105.09608459469999,0.0,9.52736440121283,9.52736440121283,2.612533562052421,9.52736440121283,1.4662184199935968,2.01257,19.512040948955473,20483.44309005062
2020-05-10,20:58:11,1589165891,80000000,10.355836038539511,0,0,0,2.01142,0,2.01142,0,240.00400000000002,0,26.916,2.01142,6882.91,2.1878900000000003,-0.185633,-1.0,11736,12804,728,60,40.520874023400005,-105.09608459469999,0.0,10.355836038539511,10.355836038539511,2.5868551564557714,10.355836038539511,1.4745308901104575,2.01142,21.208753214290596,20504.65184326491
2020-05-10,20:58:12,1589165892,104000000,11.391420184884165,0,0,0,2.0079599999999997,0,2.0079599999999997,0,240.00599999999997,0,26.9188,2.0079599999999997,6896.7,2.3451299999999997,-0.0815494,-1.0,11709,12806,756,60,40.5209732056,-105.09608459469999,0.0,11.391420184884165,11.391420184884165,2.560451508063662,11.391420184884165,1.483235422248719,2.0079599999999997,23.329629646740667,20527.98147291165
2020-05-10,20:58:13,1589165893,128000000,12.219883495622328,0,0,0,2.0068599999999996,0,2.0068599999999996,0,240.016,0,26.921,2.0068599999999996,6902.3,2.67035,-0.06615839999999999,-1.0,11713,12798,750,60,40.5210838318,-105.09608459469999,0.0,12.219883495622328,12.219883495622328,2.542722025549157,12.219883495622328,1.489144429878109,2.0068599999999996,25.02631967427375,20553.007792585926
2020-05-10,20:58:14,1589165894,152000000,19.676082500812175,0,0,0,2.0070799999999998,0,2.0070799999999998,0,240.00400000000002,0,26.9238,2.0070799999999998,6915.54,2.65377,-0.0833485,-1.0,11748,12793,745,60,40.5211982727,-105.09608459469999,0.0,19.676082500812175,19.676082500812175,2.4467636437786284,19.676082500812175,1.5200168926676096,2.0070799999999998,40.29661887564993,20593.304411461577
2020-05-10,20:58:15,1589165895,176000000,13.462583049580191,0,0,0,2.00656,0,2.00656,0,240.00599999999997,0,26.9269,2.00656,6915.32,2.82015,-0.143492,-1.0,11697,12800,740,60,40.521446228,-105.09608459469999,0.0,13.462583049580191,13.462583049580191,2.520268119716278,13.462583049580191,1.4966525394788261,2.00656,27.571371395110038,20620.87578285669
2020-05-10,20:58:16,1589165896,200000000,7.255920179418437,0,0,0,2.00737,0,2.00737,0,239.99200000000002,0,26.9296,2.00737,6936.17,2.23325,-0.062442899999999996,-1.0,11699,12734,733,60,40.521446228,-105.09608459469999,0.0434105319595075,7.255920179418437,7.255920179418437,2.761806177437065,7.255920179418437,1.4338405924225122,2.00737,14.860123503320821,20635.73590636001
2020-05-10,20:58:17,1589165897,224000000,14.50158795403296,0,0,0,2.00788,0,2.00788,0,239.97299999999998,0,26.9323,2.00788,6940.24,2.45194,-0.062412,-1.0,11745,12726,752,60,40.5215797424,-105.0960769653,0.021715453335941038,14.50158795403296,14.50158795403296,2.526065804049382,14.50158795403296,1.5019473536167949,2.00788,29.699250083050288,20665.435156443058
2020-05-10,20:58:18,1589165898,248000000,14.498167195924843,0,0,0,2.00522,0,2.00522,0,239.99099999999999,0,26.9346,2.00522,6945.58,3.04176,-0.223269,-1.0,11684,12788,763,60,40.5217132568,-105.0960769653,0.0,14.498167195924843,14.498167195924843,2.5043992909504236,14.498167195924843,1.5019311604066359,2.00522,29.692247827560106,20695.127404270617
2020-05-10,20:58:21,1589165901,320000000,15.119517684194571,0,0,0,2.00674,0,2.00674,0,239.98,0,26.9433,2.00674,6959.04,2.03282,-0.26958200000000004,-1.0,11676,12792,739,60,40.5222549438,-105.0960769653,0.0,15.119517684194571,15.119517684194571,2.4958356643280895,15.119517684194571,1.5047528402321064,2.00674,30.964773687978244,20726.092177958595
2020-05-10,20:58:22,1589165902,344000000,15.326634513617817,0,0,0,2.0080400000000003,0,2.0080400000000003,0,240.04,0,26.9452,2.0080400000000003,6957.53,2.5655900000000003,-0.284437,-1.0,11744,12772,745,60,40.5223960876,-105.0960769653,0.0,15.326634513617817,15.326634513617817,2.4931171911212386,15.326634513617817,1.5056427796409908,2.0080400000000003,31.388948974784295,20757.48112693338
2020-05-10,20:58:23,1589165903,368000000,7.663318148936515,0,0,0,2.00537,0,2.00537,0,240.028,0,26.9476,2.00537,6959.36,2.39467,-0.226179,-1.0,11698,12798,734,60,40.5225372314,-105.0960769653,0.0,7.663318148936515,7.663318148936515,2.693978776514932,7.663318148936515,1.4410377494763604,2.00537,15.694474487392148,20773.17560142077
2020-05-10,20:58:24,1589165904,392000000,15.744019101183449,0,0,0,2.00244,0,2.00244,0,240.002,0,26.9506,2.00244,6961.23,3.13121,-0.37392600000000004,-1.0,11698,12798,734,60,40.5225372314,-105.0960769653,6.263184088413612,15.744019101183449,15.744019101183449,8.751009579650365,15.744019101183449,1.507365352095873,2.00244,32.24374889705304,20805.419350317825
2020-05-10,20:58:26,1589165906,440000000,15.326634513232035,0,0,0,2.00145,0,2.00145,0,240.00599999999997,0,26.9563,2.00145,6969.6,2.46115,-0.35335900000000003,-1.0,11686,12769,741,60,40.5229682922,-105.09608459469999,0.0,15.326634513232035,15.326634513232035,2.493117191126243,15.326634513232035,1.5056427796393554,2.00145,31.38894897399421,20836.80829929182
2020-05-10,20:58:27,1589165907,464000000,15.32663629787303,0,0,0,2.0057099999999997,0,2.0057099999999997,0,239.983,0,26.9584,2.0057099999999997,6968.74,2.72673,-0.394892,-1.0,11713,12773,732,60,40.523109436,-105.09608459469999,0.0,15.32663629787303,15.32663629787303,2.4931171679758677,15.32663629787303,1.5056427872044147,2.0057099999999997,31.388948974784295,20868.197248266606
2020-05-10,20:58:28,1589165908,488000000,15.326634513617817,0,0,0,2.00783,0,2.00783,0,240.00900000000001,0,26.9615,2.00783,6960.43,2.97824,-0.41162299999999996,-1.0,11724,12786,738,60,40.5232505798,-105.09608459469999,0.0,15.326634513617817,15.326634513617817,2.4931171911212386,15.326634513617817,1.5056427796409908,2.00783,31.388948974784295,20899.58619724139
2020-05-10,20:58:29,1589165909,512000000,15.326634513617817,0,0,0,2.0079599999999997,0,2.0079599999999997,0,240.016,0,26.9643,2.0079599999999997,6961.69,2.93515,-0.383208,-1.0,11678,12789,726,60,40.5233917236,-105.09608459469999,0.0,15.326634513617817,15.326634513617817,2.4931171911212386,15.326634513617817,1.5056427796409908,2.0079599999999997,31.388948974784295,20930.975146216177
2020-05-10,20:58:30,1589165910,536000000,15.32663629787303,0,0,0,2.00849,0,2.00849,0,240.00099999999998,0,26.9667,2.00849,6966.88,3.28614,-0.37462399999999996,-1.0,11717,12793,741,60,40.5235328674,-105.09608459469999,0.0,15.32663629787303,15.32663629787303,2.4931171679758677,15.32663629787303,1.5056427872044147,2.00849,31.388948974784295,20962.364095190962
2020-05-10,20:58:31,1589165911,560000000,15.326634513617817,0,0,0,2.00845,0,2.00845,0,240.014,0,26.9693,2.00845,6964.85,2.52129,-0.338559,-1.0,11679,12777,722,60,40.5236740112,-105.09608459469999,0.0,15.326634513617817,15.326634513617817,2.4931171911212386,15.326634513617817,1.5056427796409908,2.00845,31.388948974784295,20993.753044165747
