nearest10hz,nearest10hz_x,bearing_north,bearing_east,latitude,longitude,velocity_ms,nearest10hz_y,wind_up,wind_right,windSpeed,timestamp,deviceTimestamp,devTimestamp,nearestMS,nearest10hz_x,aerisTrue,nearest10hz_y,P,T,CH4,H2O,C2H6,R,C1C2,batteryCharge,powerInput,current,SOC,aerisTimestamp,shiftCH4,shiftC2H6,bearing_rad,true_up,true_right,true_cor_right,true_cor_up,true_windspeed,true_wd_from0
1603489157.0,1603489157.0,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489157.1,1603489157.1,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489157.2,1603489157.2,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489157.3,1603489157.3,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489157.4,1603489157.4,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489157.5,1603489157.5,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489157.6,1603489157.6,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489157.7,1603489157.7,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489157.9,1603489157.9,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489158.0,1603489158.0,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489158.1,1603489158.1,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489158.2,1603489158.2,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489158.3,1603489158.3,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489158.4,1603489158.4,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489158.5,1603489158.5,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489158.6,1603489158.6,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489158.7,1603489158.7,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489158.8,1603489158.8,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489158.9,1603489158.9,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489159.0,1603489159.0,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489159.1,1603489159.1,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489159.2,1603489159.2,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489159.3,1603489159.3,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489159.4,1603489159.4,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489159.5,1603489159.5,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489159.6,1603489159.6,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489159.7,1603489159.7,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489159.9,1603489159.9,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489160.0,1603489160.0,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489160.1,1603489160.1,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489160.2,1603489160.2,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489160.3,1603489160.3,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489160.4,1603489160.4,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489160.5,1603489160.5,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489160.6,1603489160.6,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489160.7,1603489160.7,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489160.9,1603489160.9,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
1603489161.0,1603489161.0,0.0,0.0,40.546210200000004,-105.0361865,0.0,,,,,,,,,,False,,,,,,,,,,,,,,,,0.0,,,,,,
