nearest10hz,timestamp,deviceTimestamp,devTimestamp,P,T,CH4,H2O,C2H6,R,C1C2,batteryCharge,powerInput,current,SOC,aerisTimestamp,nearestMS,nearest10hz,shiftCH4,shiftC2H6
1605814263.7,1605814263.71536,1605814263.714608,11/19/2020 13:31:56.478,239.99,19.8413,2.01989,9140.99,27.6758,0.93468,0.199174,12296,14692,236.0,92.0,1605792716.478,1605814263.715,1605814263.7,2.01542,26.7661
1605814264.8,1605814264.790532,1605814264.790532,11/19/2020 13:31:57.502,239.985,19.8434,2.01917,9123.21,27.329,0.928945,0.200786,12296,14692,236.0,92.0,1605792717.502,1605814264.791,1605814264.8,2.01683,26.0514
1605814265.8,1605814265.758883,1605814265.758883,11/19/2020 13:31:58.526,239.989,19.8463,2.01542,9108.12,26.4016,0.9217420000000001,0.201638,12297,14689,230.0,92.0,1605792718.526,1605814265.759,1605814265.8,2.02243,25.3017
1605814266.8,1605814266.770192,1605814266.770192,11/19/2020 13:31:59.550,239.99,19.8491,2.01937,9082.34,26.903000000000002,0.900867,0.208378,12302,14701,228.0,92.0,1605792719.55,1605814266.77,1605814266.8,2.01479,25.0557
1605814267.8,1605814267.800431,1605814267.799691,11/19/2020 13:32:00.574,239.99099999999999,19.8522,2.01542,9056.75,26.7661,0.87526,0.215824,12303,14701,233.0,92.0,1605792720.574,1605814267.8,1605814267.8,2.01353,24.6646
1605814268.8,1605814268.824707,1605814268.824707,11/19/2020 13:32:01.598,239.987,19.8547,2.01683,9035.16,26.0514,0.8330489999999999,0.225225,12311,14720,239.0,92.0,1605792721.5979998,1605814268.825,1605814268.8,2.02006,25.5288
1605814269.9,1605814269.908847,1605814269.907907,11/19/2020 13:32:02.622,239.99,19.857,2.02243,9012.14,25.3017,0.752037,0.23263699999999998,12308,14724,238.0,92.0,1605792722.6220002,1605814269.909,1605814269.9,2.01844,24.2186
1605814270.9,1605814270.916098,1605814270.915369,11/19/2020 13:32:03.646,239.98,19.8595,2.01479,8989.77,25.0557,0.7010310000000001,0.25392800000000004,12304,14726,240.0,92.0,1605792723.6460001,1605814270.916,1605814270.9,2.01799,24.9519
1605814271.9,1605814271.88251,1605814271.88251,11/19/2020 13:32:04.670,239.97299999999998,19.8621,2.01353,8957.51,24.6646,0.6720550000000001,-1.0,12305,14703,242.0,92.0,1605792724.67,1605814271.883,1605814271.9,2.0163900000000003,24.7741
1605814272.9,1605814272.9128098,1605814272.911813,11/19/2020 13:32:05.694,239.998,19.865,2.02006,8934.7,25.5288,0.599346,-1.0,12295,14712,239.0,92.0,1605792725.694,1605814272.913,1605814272.9,2.0192200000000002,23.5847
1605814273.9,1605814273.943004,1605814273.9422212,11/19/2020 13:32:06.718,239.997,19.8677,2.01844,8914.56,24.2186,0.563203,-1.0,12296,14698,235.0,92.0,1605792726.718,1605814273.943,1605814273.9,2.01626,23.6009
1605814275.0,1605814274.974241,1605814274.974241,11/19/2020 13:32:07.742,240.00799999999998,19.8707,2.01799,8902.76,24.9519,0.520766,-1.0,12296,14698,235.0,92.0,1605792727.742,1605814274.974,1605814275.0,2.0184,23.5186
1605814276.0,1605814275.986596,1605814275.985585,11/19/2020 13:32:08.766,239.997,19.8732,2.0163900000000003,8906.47,24.7741,0.515338,-1.0,12298,14670,229.0,92.0,1605792728.766,1605814275.987,1605814276.0,2.0156,23.4876
1605814277.0,1605814277.017775,1605814277.017775,11/19/2020 13:32:09.790,239.995,19.8764,2.0192200000000002,8900.63,23.5847,0.507738,-1.0,12300,14689,230.0,92.0,1605792729.79,1605814277.018,1605814277.0,2.0018,22.765
1605814278.0,1605814278.036054,1605814278.036054,11/19/2020 13:32:10.814,239.96599999999998,19.8784,2.01626,8901.08,23.6009,0.543138,-1.0,12306,14715,235.0,92.0,1605792730.814,1605814278.036,1605814278.0,2.01592,22.561999999999998
1605814279.1,1605814279.065366,1605814279.0645108,11/19/2020 13:32:11.838,239.99400000000003,19.8814,2.0184,8892.34,23.5186,0.562469,-1.0,12309,14711,239.0,92.0,1605792731.8379998,1605814279.065,1605814279.1,2.01728,22.0769
1605814280.1,1605814280.085636,1605814280.084637,11/19/2020 13:32:12.862,239.982,19.8841,2.0156,8881.46,23.4876,0.603038,-1.0,12309,14709,241.0,92.0,1605792732.8620002,1605814280.086,1605814280.1,2.02448,22.5758
1605814281.1,1605814281.10691,1605814281.10691,11/19/2020 13:32:13.886,239.97799999999998,19.8865,2.0018,8837.0,22.765,0.709371,0.312882,12309,14724,241.0,92.0,1605792733.8860002,1605814281.107,1605814281.1,2.02009,22.500999999999998
1605814282.1,1605814282.1431231,1605814282.1431231,11/19/2020 13:32:14.910,239.989,19.8897,2.01592,8843.58,22.561999999999998,0.717112,0.319139,12310,14736,239.0,92.0,1605792734.91,1605814282.143,1605814282.1,2.01658,21.928
1605814283.2,1605814283.160414,1605814283.159568,11/19/2020 13:32:15.934,239.99400000000003,19.8932,2.01728,8834.48,22.0769,0.739903,0.338996,12306,14738,238.0,92.0,1605792735.934,1605814283.16,1605814283.2,2.0207,21.5218
1605814284.2,1605814284.192608,1605814284.191597,11/19/2020 13:32:16.958,239.99400000000003,19.8962,2.02448,8819.57,22.5758,0.756351,0.352247,12306,14738,238.0,92.0,1605792736.958,1605814284.193,1605814284.2,2.01655,21.0348
1605814285.2,1605814285.215869,1605814285.215108,11/19/2020 13:32:17.982,240.00400000000002,19.8989,2.02009,8813.34,22.500999999999998,0.730974,0.344555,12301,14713,242.0,92.0,1605792737.982,1605814285.216,1605814285.2,2.02121,20.7101
1605814286.2,1605814286.234133,1605814286.233138,11/19/2020 13:32:19.006,240.00400000000002,19.9022,2.01658,8787.5,21.928,0.713433,0.333314,12297,14706,240.0,92.0,1605792739.006,1605814286.234,1605814286.2,2.0171200000000002,21.078000000000003
1605814287.2,1605814287.241502,1605814287.2405882,11/19/2020 13:32:20.030,239.99200000000002,19.9045,2.0207,8776.77,21.5218,0.6305390000000001,-1.0,12300,14704,237.0,92.0,1605792740.03,1605814287.242,1605814287.2,2.0152799999999997,20.5573
1605814288.3,1605814288.281717,1605814288.281717,11/19/2020 13:32:21.054,240.003,19.9074,2.01655,8757.43,21.0348,0.620229,-1.0,12295,14695,238.0,92.0,1605792741.054,1605814288.282,1605814288.3,2.01695,20.2939
1605814289.3,1605814289.300992,1605814289.300992,11/19/2020 13:32:22.078,239.99,19.9105,2.02121,8746.49,20.7101,0.511973,-1.0,12295,14679,233.0,92.0,1605792742.0779998,1605814289.301,1605814289.3,2.0178599999999998,20.0101
1605814290.3,1605814290.319216,1605814290.319216,11/19/2020 13:32:23.102,239.995,19.9136,2.0171200000000002,8749.71,21.078000000000003,0.40093,-1.0,12297,14700,231.0,92.0,1605792743.1020002,1605814290.319,1605814290.3,2.0213200000000002,20.6326
1605814291.4,1605814291.359485,1605814291.3574462,11/19/2020 13:32:24.126,239.99099999999999,19.9162,2.0152799999999997,8748.26,20.5573,0.25172100000000003,-1.0,12297,14682,234.0,92.0,1605792744.1260002,1605814291.359,1605814291.4,2.01936,19.4805
1605814292.4,1605814292.429579,1605814292.429579,11/19/2020 13:32:25.150,239.977,19.9198,2.01695,8743.9,20.2939,0.18600000000000003,-1.0,12295,14682,232.0,92.0,1605792745.15,1605814292.43,1605814292.4,2.02371,19.1387
1605814293.4,1605814293.391027,1605814293.3900561,11/19/2020 13:32:26.174,239.997,19.9227,2.0178599999999998,8737.41,20.0101,0.0539491,-1.0,12301,14692,234.0,92.0,1605792746.174,1605814293.391,1605814293.4,2.0236400000000003,19.9184
1605814294.4,1605814294.4192529,1605814294.4192529,11/19/2020 13:32:27.198,240.007,19.9256,2.0213200000000002,8713.09,20.6326,-0.034152499999999995,-1.0,12302,14696,237.0,92.0,1605792747.198,1605814294.419,1605814294.4,2.02263,19.5915
1605814295.4,1605814295.4355881,1605814295.4355881,11/19/2020 13:32:28.222,240.00799999999998,19.9294,2.01936,8687.32,19.4805,-0.0942605,-1.0,12304,14698,235.0,92.0,1605792748.2220001,1605814295.436,1605814295.4,2.02305,19.2149
1605814296.5,1605814296.4707599,1605814296.4698231,11/19/2020 13:32:29.246,240.017,19.9322,2.02371,8683.36,19.1387,-0.15520699999999998,-1.0,12304,14689,234.0,92.0,1605792749.246,1605814296.471,1605814296.5,2.02716,18.7169
1605814297.5,1605814297.4901109,1605814297.489178,11/19/2020 13:32:30.270,240.01,19.9351,2.0236400000000003,8661.62,19.9184,-0.246941,-1.0,12300,14706,235.0,92.0,1605792750.27,1605814297.49,1605814297.5,2.02295,17.7496
1605814298.5,1605814298.514304,1605814298.513359,11/19/2020 13:32:31.294,240.00599999999997,19.9388,2.02263,8656.28,19.5915,-0.26457800000000004,-1.0,12306,14693,235.0,92.0,1605792751.294,1605814298.514,1605814298.5,2.02047,17.3368
1605814299.5,1605814299.546584,1605814299.546584,11/19/2020 13:32:32.318,239.975,19.9418,2.02305,8643.14,19.2149,-0.303978,-1.0,12304,14708,235.0,92.0,1605792752.3179998,1605814299.547,1605814299.5,2.0236,17.2852
1605814300.6,1605814300.566068,1605814300.566068,11/19/2020 13:32:33.342,239.989,19.9447,2.02716,8642.04,18.7169,-0.447309,-1.0,12306,14710,237.0,92.0,1605792753.342,1605814300.566,1605814300.6,2.02182,18.2803
1605814301.6,1605814301.590347,1605814301.590347,11/19/2020 13:32:34.366,239.97400000000002,19.9482,2.02295,8633.82,17.7496,-0.45480699999999996,-1.0,12302,14710,238.0,92.0,1605792754.3660002,1605814301.59,1605814301.6,2.02386,17.7863
1605814302.6,1605814302.6104882,1605814302.6104882,11/19/2020 13:32:35.390,239.959,19.9514,2.02047,8645.39,17.3368,-0.41609799999999997,-1.0,12309,14698,239.0,92.0,1605792755.39,1605814302.61,1605814302.6,2.02303,16.7686
1605814303.6,1605814303.627867,1605814303.627867,11/19/2020 13:32:36.414,240.00599999999997,19.9556,2.0236,8628.67,17.2852,-0.49187,-1.0,12309,14698,239.0,92.0,1605792756.414,1605814303.628,1605814303.6,2.02541,16.9189
1605814304.7,1605814304.6548789,1605814304.653938,11/19/2020 13:32:37.438,240.00900000000001,19.9584,2.02182,8630.32,18.2803,-0.511383,-1.0,12309,14695,238.0,92.0,1605792757.438,1605814304.655,1605814304.7,2.02441,16.5869
1605814305.7,1605814305.7190402,1605814305.7180982,11/19/2020 13:32:38.462,239.952,19.9619,2.02386,8630.63,17.7863,-0.5488810000000001,-1.0,12307,14711,237.0,92.0,1605792758.4620001,1605814305.719,1605814305.7,2.02161,16.6429
1605814306.7,1605814306.703398,1605814306.703398,11/19/2020 13:32:39.486,239.98,19.9663,2.02303,8625.2,16.7686,-0.555265,-1.0,12306,14700,234.0,92.0,1605792759.486,1605814306.703,1605814306.7,2.02073,16.2388
1605814307.7,1605814307.725718,1605814307.725718,11/19/2020 13:32:40.510,239.986,19.9684,2.02541,8624.95,16.9189,-0.600726,-1.0,12301,14695,235.0,92.0,1605792760.51,1605814307.726,1605814307.7,2.02367,16.3154
1605814308.7,1605814308.745958,1605814308.745958,11/19/2020 13:32:41.534,239.988,19.9721,2.02441,8633.71,16.5869,-0.606949,-1.0,12306,14701,237.0,92.0,1605792761.534,1605814308.746,1605814308.7,2.02298,15.9613
1605814309.8,1605814309.775232,1605814309.774192,11/19/2020 13:32:42.558,239.975,19.9749,2.02161,8638.0,16.6429,-0.607206,-1.0,12305,14688,233.0,92.0,1605792762.5579998,1605814309.775,1605814309.8,2.02074,14.7727
1605814310.8,1605814310.800498,1605814310.799651,11/19/2020 13:32:43.582,239.99,19.979,2.02073,8659.5,16.2388,-0.565843,-1.0,12303,14697,233.0,92.0,1605792763.582,1605814310.8,1605814310.8,2.0251099999999997,15.3059
1605814311.8,1605814311.8267071,1605814311.825767,11/19/2020 13:32:44.606,240.046,19.9826,2.02367,8665.98,16.3154,-0.564075,-1.0,12297,14692,231.0,92.0,1605792764.606,1605814311.827,1605814311.8,2.02156,14.4607
1605814312.8,1605814312.848976,1605814312.847981,11/19/2020 13:32:45.630,240.024,19.9867,2.02298,8674.64,15.9613,-0.525963,-1.0,12297,14692,231.0,92.0,1605792765.63,1605814312.849,1605814312.8,2.02433,14.1947
1605814314.0,1605814313.9819891,1605814313.981193,11/19/2020 13:32:46.756,239.96400000000003,19.99,2.02074,8689.46,14.7727,-0.44091800000000003,-1.0,12302,14694,235.0,92.0,1605792766.756,1605814313.982,1605814314.0,2.023,14.2223
1605814315.0,1605814315.013176,1605814315.012407,11/19/2020 13:32:47.780,239.97400000000002,19.9935,2.0251099999999997,8698.26,15.3059,-0.5743,-1.0,12299,14690,231.0,92.0,1605792767.78,1605814315.013,1605814315.0,2.02161,13.8749
1605814316.0,1605814316.029465,1605814316.029465,11/19/2020 13:32:48.804,239.976,19.9971,2.02156,8706.07,14.4607,-0.546098,-1.0,12297,14686,229.0,92.0,1605792768.804,1605814316.029,1605814316.0,2.0258700000000003,13.7214
1605814317.1,1605814317.094614,1605814317.094614,11/19/2020 13:32:49.828,240.023,20.0013,2.02433,8695.75,14.1947,-0.5181899999999999,-1.0,12296,14683,230.0,92.0,1605792769.8279998,1605814317.095,1605814317.1,2.0236099999999997,13.4806
1605814318.1,1605814318.081029,1605814318.0780358,11/19/2020 13:32:50.852,240.014,20.0045,2.023,8704.67,14.2223,-0.517651,-1.0,12297,14707,236.0,92.0,1605792770.8520002,1605814318.081,1605814318.1,2.02648,12.6917
1605814319.1,1605814319.104283,1605814319.10324,11/19/2020 13:32:51.876,240.00599999999997,20.0082,2.02161,8704.3,13.8749,-0.433807,-1.0,12297,14721,239.0,92.0,1605792771.8760002,1605814319.104,1605814319.1,2.0257,13.1703
1605814320.1,1605814320.128733,1605814320.128733,11/19/2020 13:32:52.900,240.00400000000002,20.0122,2.0258700000000003,8692.71,13.7214,-0.478995,-1.0,12297,14723,239.0,92.0,1605792772.9,1605814320.129,1605814320.1,2.0261099999999996,12.2923
1605814321.1,1605814321.14578,1605814321.145014,11/19/2020 13:32:53.924,240.00099999999998,20.0151,2.0236099999999997,8691.35,13.4806,-0.423134,-1.0,12302,14718,242.0,92.0,1605792773.924,1605814321.146,1605814321.1,2.02791,12.6151
1605814322.2,1605814322.168093,1605814322.168093,11/19/2020 13:32:54.948,239.99900000000002,20.0192,2.02648,8679.1,12.6917,-0.40631100000000003,-1.0,12309,14726,242.0,92.0,1605792774.948,1605814322.168,1605814322.2,2.02427,12.2149
1605814323.3,1605814323.282269,1605814323.282269,11/19/2020 13:32:55.972,239.995,20.0229,2.0257,8662.34,13.1703,-0.371158,-1.0,12305,14733,241.0,92.0,1605792775.9720001,1605814323.282,1605814323.3,2.02383,12.0278
1605814324.2,1605814324.221621,1605814324.220562,11/19/2020 13:32:56.996,239.976,20.0257,2.0261099999999996,8653.44,12.2923,-0.351012,-1.0,12309,14724,240.0,92.0,1605792776.996,1605814324.222,1605814324.2,2.02731,11.9171
1605814325.2,1605814325.2368462,1605814325.2368462,11/19/2020 13:32:58.020,240.00900000000001,20.0304,2.02791,8660.61,12.6151,-0.386382,-1.0,12310,14725,239.0,92.0,1605792778.02,1605814325.237,1605814325.2,2.02504,11.1219
1605814326.3,1605814326.263145,1605814326.262099,11/19/2020 13:32:59.044,239.97,20.0337,2.02427,8658.1,12.2149,-0.319738,-1.0,12311,14714,242.0,92.0,1605792779.044,1605814326.263,1605814326.3,2.0238400000000003,10.9591
1605814327.3,1605814327.286415,1605814327.285423,11/19/2020 13:33:00.068,239.975,20.0376,2.02383,8645.78,12.0278,-0.320336,-1.0,12308,14723,240.0,92.0,1605792780.0679998,1605814327.286,1605814327.3,2.02757,11.1238
1605814328.3,1605814328.316616,1605814328.315658,11/19/2020 13:33:01.092,239.963,20.0417,2.02731,8645.4,11.9171,-0.399115,-1.0,12310,14726,239.0,92.0,1605792781.092,1605814328.317,1605814328.3,2.0261400000000003,9.91054
1605814329.3,1605814329.344858,1605814329.343857,11/19/2020 13:33:02.116,239.97400000000002,20.0447,2.02504,8634.5,11.1219,-0.397829,-1.0,12308,14715,238.0,92.0,1605792782.1160002,1605814329.345,1605814329.3,2.02565,10.3631
1605814330.4,1605814330.365259,1605814330.365259,11/19/2020 13:33:03.140,239.97799999999998,20.0489,2.0238400000000003,8641.06,10.9591,-0.371232,-1.0,12307,14686,238.0,92.0,1605792783.14,1605814330.365,1605814330.4,2.02489,10.6643
1605814331.4,1605814331.3933802,1605814331.3933802,11/19/2020 13:33:04.164,240.005,20.0536,2.02757,8645.43,11.1238,-0.5632229999999999,-1.0,12304,14687,235.0,92.0,1605792784.164,1605814331.393,1605814331.4,2.02665,10.1499
1605814332.4,1605814332.400938,1605814332.400938,11/19/2020 13:33:05.188,239.989,20.0566,2.0261400000000003,8657.53,9.91054,-0.582286,-1.0,12300,14680,234.0,92.0,1605792785.188,1605814332.401,1605814332.4,2.02544,9.7984
1605814333.4,1605814333.436975,1605814333.436975,11/19/2020 13:33:06.212,239.945,20.0611,2.02565,8656.27,10.3631,-0.559719,-1.0,12299,14694,235.0,92.0,1605792786.2120001,1605814333.437,1605814333.4,2.02628,9.765189999999999
1605814334.5,1605814334.4561892,1605814334.45519,11/19/2020 13:33:07.236,239.96599999999998,20.0652,2.02489,8647.57,10.6643,-0.5593100000000001,-1.0,12298,14702,237.0,92.0,1605792787.236,1605814334.456,1605814334.5,2.02621,9.19983
1605814335.5,1605814335.48145,1605814335.48069,11/19/2020 13:33:08.260,239.99200000000002,20.0687,2.02665,8630.82,10.1499,-0.551403,-1.0,12298,14710,238.0,92.0,1605792788.26,1605814335.481,1605814335.5,2.02782,8.65298
1605814336.5,1605814336.503752,1605814336.503752,11/19/2020 13:33:09.284,239.984,20.073,2.02544,8617.28,9.7984,-0.566823,-1.0,12302,14708,243.0,92.0,1605792789.284,1605814336.504,1605814336.5,2.0283700000000002,8.61438
1605814337.5,1605814337.529026,1605814337.528194,11/19/2020 13:33:10.308,240.00799999999998,20.0763,2.02628,8598.38,9.765189999999999,-0.5711609999999999,-1.0,12308,14740,240.0,92.0,1605792790.3079998,1605814337.529,1605814337.5,2.0289900000000003,8.31145
1605814338.6,1605814338.5564759,1605814338.5564759,11/19/2020 13:33:11.332,239.982,20.0802,2.02621,8591.08,9.19983,-0.638576,-1.0,12309,14722,240.0,92.0,1605792791.332,1605814338.556,1605814338.6,2.02868,7.83115
1605814339.6,1605814339.5844722,1605814339.5844722,11/19/2020 13:33:12.356,239.993,20.0841,2.02782,8590.81,8.65298,-0.694894,-1.0,12312,14717,237.0,92.0,1605792792.356,1605814339.584,1605814339.6,2.02894,8.081760000000001
1605814340.6,1605814340.603792,1605814340.603792,11/19/2020 13:33:13.380,240.025,20.0883,2.0283700000000002,8587.54,8.61438,-0.69594,-1.0,12312,14714,239.0,92.0,1605792793.38,1605814340.604,1605814340.6,2.03002,8.36636
1605814341.6,1605814341.628216,1605814341.628216,11/19/2020 13:33:14.404,239.99200000000002,20.0917,2.0289900000000003,8573.92,8.31145,-0.691192,-1.0,12312,14714,239.0,92.0,1605792794.404,1605814341.628,1605814341.6,2.03113,7.81106
1605814342.6,1605814342.647287,1605814342.647287,11/19/2020 13:33:15.428,239.99,20.0962,2.02868,8568.54,7.83115,-0.721057,-1.0,12304,14710,237.0,92.0,1605792795.428,1605814342.647,1605814342.6,2.0295799999999997,8.45491
1605814343.7,1605814343.6765769,1605814343.6755881,11/19/2020 13:33:16.452,240.00799999999998,20.1001,2.02894,8557.4,8.081760000000001,-0.731269,-1.0,12306,14707,235.0,92.0,1605792796.4520001,1605814343.677,1605814343.7,2.02973,7.6817
1605814344.8,1605814344.792552,1605814344.792552,11/19/2020 13:33:17.579,239.981,20.1039,2.03002,8560.41,8.36636,-0.727112,-1.0,12303,14681,236.0,92.0,1605792797.579,1605814344.793,1605814344.8,2.03275,7.45377
1605814345.8,1605814345.837761,1605814345.837761,11/19/2020 13:33:18.603,240.005,20.1091,2.03113,8552.33,7.81106,-0.773771,-1.0,12299,14697,235.0,92.0,1605792798.603,1605814345.838,1605814345.8,2.02746,7.03608
1605814346.9,1605814346.862011,1605814346.862011,11/19/2020 13:33:19.627,240.005,20.1121,2.0295799999999997,8548.42,8.45491,-0.761315,-1.0,12305,14717,238.0,92.0,1605792799.627,1605814346.862,1605814346.9,2.0304599999999997,7.43035
1605814347.9,1605814347.8763099,1605814347.875355,11/19/2020 13:33:20.651,239.981,20.1163,2.02973,8548.23,7.6817,-0.772646,-1.0,12304,14715,241.0,92.0,1605792800.651,1605814347.876,1605814347.9,2.0375799999999997,6.802060000000001
1605814348.9,1605814348.9006119,1605814348.8998358,11/19/2020 13:33:21.675,240.0,20.1207,2.03275,8552.55,7.45377,-0.766573,-1.0,12308,14734,242.0,92.0,1605792801.675,1605814348.901,1605814348.9,2.03381,6.58559
1605814349.9,1605814349.924874,1605814349.924041,11/19/2020 13:33:22.699,239.97799999999998,20.1243,2.02746,8574.15,7.03608,-0.711199,-1.0,12309,14739,237.0,92.0,1605792802.699,1605814349.925,1605814349.9,2.0329099999999998,6.77405
1605814351.0,1605814350.951123,1605814350.951123,11/19/2020 13:33:23.723,239.979,20.1282,2.0304599999999997,8587.9,7.43035,-0.7399279999999999,-1.0,12309,14716,237.0,92.0,1605792803.7229998,1605814350.951,1605814351.0,2.03428,7.36182
1605814352.0,1605814351.968363,1605814351.968363,11/19/2020 13:33:24.747,239.972,20.1328,2.0375799999999997,8595.29,6.802060000000001,-0.706973,-1.0,12309,14716,237.0,92.0,1605792804.7470002,1605814351.968,1605814352.0,2.03878,6.08897
1605814353.0,1605814352.995673,1605814352.994933,11/19/2020 13:33:25.771,239.98,20.1366,2.03381,8617.52,6.58559,-0.744392,-1.0,12306,14716,240.0,92.0,1605792805.7710001,1605814352.996,1605814353.0,2.03714,6.13992
1605814354.0,1605814354.028857,1605814354.028857,11/19/2020 13:33:26.795,240.00799999999998,20.1411,2.0329099999999998,8630.2,6.77405,-0.7693840000000001,-1.0,12308,14721,240.0,92.0,1605792806.795,1605814354.029,1605814354.0,2.0341099999999996,5.37372
1605814355.0,1605814355.043198,1605814355.043198,11/19/2020 13:33:27.819,240.012,20.1451,2.03428,8641.8,7.36182,-0.779746,-1.0,12300,14681,232.0,92.0,1605792807.819,1605814355.043,1605814355.0,2.0438400000000003,6.06776
1605814356.1,1605814356.0684009,1605814356.0684009,11/19/2020 13:33:28.843,239.99,20.1491,2.03878,8654.3,6.08897,-0.833727,-1.0,12297,14707,233.0,92.0,1605792808.843,1605814356.068,1605814356.1,2.0387299999999997,6.00026
1605814357.1,1605814357.095892,1605814357.095892,11/19/2020 13:33:29.867,240.032,20.1538,2.03714,8670.02,6.13992,-0.8419760000000001,-1.0,12305,14711,237.0,92.0,1605792809.867,1605814357.096,1605814357.1,2.04221,5.682180000000001
1605814358.1,1605814358.124018,1605814358.124018,11/19/2020 13:33:30.891,240.023,20.1572,2.0341099999999996,8677.04,5.37372,-0.836334,-1.0,12303,14726,240.0,92.0,1605792810.891,1605814358.124,1605814358.1,2.04106,5.77312
1605814359.1,1605814359.136194,1605814359.136194,11/19/2020 13:33:31.915,239.972,20.1622,2.0438400000000003,8682.23,6.06776,-0.838887,-1.0,12306,14718,238.0,92.0,1605792811.915,1605814359.136,1605814359.1,2.0342700000000002,5.443280000000001
1605814360.2,1605814360.220359,1605814360.219571,11/19/2020 13:33:32.939,239.984,20.166,2.0387299999999997,8681.41,6.00026,-0.845355,-1.0,12311,14737,237.0,92.0,1605792812.939,1605814360.22,1605814360.2,2.03673,4.7979
1605814361.2,1605814361.191755,1605814361.190935,11/19/2020 13:33:33.963,239.96099999999998,20.1707,2.04221,8684.8,5.682180000000001,-0.843318,-1.0,12310,14714,238.0,92.0,1605792813.9629998,1605814361.192,1605814361.2,2.03569,4.39805
1605814362.2,1605814362.219018,1605814362.219018,11/19/2020 13:33:34.987,239.987,20.1748,2.04106,8679.66,5.77312,-0.8711399999999999,-1.0,12305,14702,238.0,92.0,1605792814.9870002,1605814362.219,1605814362.2,2.03578,4.62496
1605814363.2,1605814363.240228,1605814363.240228,11/19/2020 13:33:36.011,239.959,20.1785,2.0342700000000002,8687.09,5.443280000000001,-0.853558,-1.0,12306,14700,237.0,92.0,1605792816.0110002,1605814363.24,1605814363.2,2.03513,4.10053
1605814364.3,1605814364.250597,1605814364.249619,11/19/2020 13:33:37.035,239.98,20.1827,2.03673,8688.79,4.7979,-0.8428209999999999,-1.0,12300,14684,233.0,92.0,1605792817.035,1605814364.251,1605814364.3,2.03603,3.62546
1605814365.3,1605814365.284784,1605814365.283816,11/19/2020 13:33:38.059,240.002,20.1869,2.03569,8688.62,4.39805,-0.812949,-1.0,12299,14710,236.0,92.0,1605792818.059,1605814365.285,1605814365.3,2.03104,4.20657
1605814366.3,1605814366.313265,1605814366.313265,11/19/2020 13:33:39.083,240.035,20.192,2.03578,8695.02,4.62496,-0.7944,-1.0,12301,14714,241.0,92.0,1605792819.083,1605814366.313,1605814366.3,2.03994,2.70742
1605814367.3,1605814367.327297,1605814367.327297,11/19/2020 13:33:40.107,240.017,20.195999999999998,2.03513,8700.13,4.10053,-0.747624,-1.0,12312,14737,242.0,92.0,1605792820.107,1605814367.327,1605814367.3,2.03571,2.83113
1605814368.4,1605814368.3555439,1605814368.3555439,11/19/2020 13:33:41.131,239.97799999999998,20.1992,2.03603,8703.29,3.62546,-0.702101,-1.0,12312,14744,238.0,92.0,1605792821.131,1605814368.356,1605814368.4,2.03812,3.13032
1605814369.4,1605814369.375821,1605814369.373917,11/19/2020 13:33:42.155,240.014,20.2045,2.03104,8700.85,4.20657,-0.60343,-1.0,12312,14718,238.0,92.0,1605792822.155,1605814369.376,1605814369.4,2.03805,2.3315799999999998
1605814370.4,1605814370.408065,1605814370.407099,11/19/2020 13:33:43.179,240.028,20.2085,2.03994,8680.14,2.70742,-0.6081880000000001,-1.0,12307,14708,236.0,92.0,1605792823.179,1605814370.408,1605814370.4,2.0332,2.8759900000000003
1605814371.5,1605814371.53111,1605814371.530235,11/19/2020 13:33:44.203,240.02700000000002,20.2123,2.03571,8680.3,2.83113,-0.557905,-1.0,12303,14687,234.0,92.0,1605792824.2029998,1605814371.531,1605814371.5,2.0359700000000003,2.06893
1605814372.5,1605814372.471548,1605814372.470534,11/19/2020 13:33:45.227,240.019,20.2166,2.03812,8660.72,3.13032,-0.544956,-1.0,12302,14709,238.0,92.0,1605792825.2270002,1605814372.472,1605814372.5,2.03655,2.0742
1605814373.5,1605814373.479894,1605814373.479894,11/19/2020 13:33:46.251,240.002,20.2211,2.03805,8649.19,2.3315799999999998,-0.528537,-1.0,12300,14723,239.0,92.0,1605792826.2510002,1605814373.48,1605814373.5,2.0385299999999997,2.88868
1605814374.5,1605814374.526092,1605814374.525093,11/19/2020 13:33:47.275,239.99099999999999,20.2249,2.0332,8637.75,2.8759900000000003,-0.44445100000000004,-1.0,12308,14731,241.0,92.0,1605792827.275,1605814374.526,1605814374.5,2.03983,1.9273200000000001
1605814375.5,1605814375.5283651,1605814375.527427,11/19/2020 13:33:48.299,239.986,20.2305,2.0359700000000003,8630.92,2.06893,-0.38765700000000003,-1.0,12312,14729,241.0,92.0,1605792828.299,1605814375.528,1605814375.5,2.03855,0.804962
1605814376.6,1605814376.550631,1605814376.549634,11/19/2020 13:33:49.323,239.998,20.2339,2.03655,8612.12,2.0742,-0.351548,-1.0,12310,14714,237.0,92.0,1605792829.323,1605814376.551,1605814376.6,2.04114,0.843016
1605814377.6,1605814377.5738869,1605814377.5738869,11/19/2020 13:33:50.347,240.002,20.2386,2.0385299999999997,8594.73,2.88868,-0.30207,-1.0,12298,14695,235.0,92.0,1605792830.3470001,1605814377.574,1605814377.6,2.03845,1.81257
