,index,OBJECTID,X1,Time_Stamp,CH4__ppm_,C2H6__ppb_,R,C2_C1,ch4Enhcmt,totDist,length,lrate,npeaks,Latitude,Longitude,POLYGON,LEAKNUM,PolyLK,win,DateFound,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,geometry,within
160,160,161,14,2020-07-11T01:21:50Z,2.18614,0.633,0.83,0.036,0.078,105.0,21,0.9,1,33.64137268,-86.71153259,P24,15,P24L17,TRUE,2020-07-11,1.0,161,1.89723878945e-05,2.82427883835e-11,"POLYGON ((-86.71153259031297 33.64137542756328, -86.71153206331104 33.64137539156314, -86.71153155030919 33.64137528656272, -86.7115310633074 33.64137511256212, -86.71153061630577 33.64137487656126, -86.71153022030433 33.64137458356021, -86.71152988630314 33.64137424055895, -86.71152962230218 33.64137385755754, -86.7115294343015 33.64137344455605, -86.71152932830108 33.64137301055445, -86.71152930730102 33.64137256855287, -86.71152937130125 33.64137212955126, -86.7115295183018 33.64137170554972, -86.71152974530264 33.64137130554826, -86.71153004530373 33.64137094154694, -86.71153041130503 33.64137062254576, -86.71153083430659 33.64137035654483, -86.71153130230829 33.64137015154409, -86.71153180431008 33.64137001154359, -86.71153232631201 33.64136994054331, -86.71153285431393 33.64136994054331, -86.7115333763158 33.64137001154359, -86.71153387831765 33.64137015154409, -86.71153434631935 33.64137035654483, -86.71153476932091 33.64137062254576, -86.71153513532221 33.64137094154694, -86.7115354353233 33.64137130554826, -86.71153566232414 33.64137170554972, -86.71153580932469 33.64137212955126, -86.71153587332492 33.64137256855287, -86.7115358523248 33.64137301055445, -86.71153574632444 33.64137344455605, -86.71153555832376 33.64137385755754, -86.7115352943228 33.64137424055895, -86.71153496032156 33.64137458356021, -86.71153456432012 33.64137487656126, -86.71153411731854 33.64137511256212, -86.71153363031675 33.64137528656272, -86.7115331173149 33.64137539156314, -86.71153259031297 33.64137542756328))",True
161,161,162,15,2020-07-11T01:34:03Z,2.14639,5.207,0.876,0.026,0.14,184.0,13,3.8,1,33.63987732,-86.69228363,P24,16,P24L18,TRUE,2020-07-11,1.0,162,1.8971801932e-05,2.82412762971e-11,"POLYGON ((-86.69228363033449 33.63988006812696, -86.69228310333261 33.63988003212683, -86.69228259033071 33.63987992712646, -86.69228210332898 33.6398797531258, -86.69228165632734 33.63987951712494, -86.69228126132589 33.63987922412389, -86.69228092632466 33.63987888112263, -86.6922806623237 33.63987849812128, -86.69228047432301 33.63987808511973, -86.69228036932265 33.63987765111818, -86.69228034732259 33.63987720911655, -86.69228041132283 33.63987677011499, -86.69228055832332 33.63987634611345, -86.69228078532416 33.639875946112, -86.69228108532525 33.63987558211068, -86.69228145132661 33.6398752631095, -86.6922818743281 33.63987499710851, -86.6922823423298 33.63987479210778, -86.69228284433166 33.63987465210727, -86.69228336633353 33.63987458110699, -86.69228389433545 33.63987458110699, -86.69228441633737 33.63987465210727, -86.69228491833917 33.63987479210778, -86.69228538634087 33.63987499710851, -86.69228580934242 33.6398752631095, -86.69228617534378 33.63987558211068, -86.69228647534487 33.639875946112, -86.69228670234565 33.63987634611345, -86.6922868493462 33.63987677011499, -86.69228691334644 33.63987720911655, -86.69228689134638 33.63987765111818, -86.69228678634596 33.63987808511973, -86.69228659834528 33.63987849812128, -86.69228633434432 33.63987888112263, -86.69228599934314 33.63987922412389, -86.69228560434169 33.63987951712494, -86.69228515734005 33.6398797531258, -86.69228467033827 33.63987992712646, -86.69228415733642 33.63988003212683, -86.69228363033449 33.63988006812696))",True
162,162,163,16,2020-07-11T02:00:18Z,2.01765,0.419,0.854,0.019,0.09,110.0,12,1.1,1,33.64927673,-86.69306183,P24,17,P24L19,TRUE,2020-07-11,1.0,163,1.89730616759e-05,2.82446273044e-11,"POLYGON ((-86.69306183016363 33.64927947829796, -86.6930613031617 33.64927944229782, -86.6930607891598 33.64927933729746, -86.69306030315806 33.6492791632968, -86.69305985615642 33.64927892729594, -86.69305946015498 33.64927863429489, -86.6930591261538 33.64927829129363, -86.69305886115279 33.64927790829228, -86.69305867415216 33.64927749529073, -86.69305856815174 33.64927706128918, -86.69305854715168 33.64927661928755, -86.69305861115191 33.64927618028599, -86.69305875815246 33.64927575628445, -86.69305898415325 33.649275356283, -86.69305928515433 33.64927499228168, -86.69305965115569 33.6492746732805, -86.69306007415724 33.64927440727951, -86.69306054215895 33.64927420227878, -86.69306104416074 33.64927406227827, -86.69306156616267 33.64927399127799, -86.69306209416459 33.64927399127799, -86.69306261616646 33.64927406227827, -86.69306311816831 33.64927420227878, -86.69306358617001 33.64927440727951, -86.69306400917151 33.6492746732805, -86.69306437517287 33.64927499228168, -86.69306467617395 33.649275356283, -86.6930649021748 33.64927575628445, -86.69306504917529 33.64927618028599, -86.69306511317552 33.64927661928755, -86.69306509217546 33.64927706128918, -86.6930649861751 33.64927749529073, -86.69306479917441 33.64927790829228, -86.69306453417346 33.64927829129363, -86.69306420017222 33.64927863429489, -86.69306380417078 33.64927892729594, -86.69306335716914 33.6492791632968, -86.6930628711674 33.64927933729746, -86.6930623571655 33.64927944229782, -86.69306183016363 33.64927947829796))",True
163,163,164,17,2020-07-11T02:09:42Z,2.6802,2.9,0.971,0.006,0.742,156.3,20,15.8,1,33.64209747,-86.68932343,P24,18,P24L20,TRUE,2020-07-11,1.0,164,1.89723878945e-05,2.82427883835e-11,"POLYGON ((-86.68932342957288 33.64210021819821, -86.68932290257095 33.64210018219808, -86.6893223895691 33.64210007719765, -86.68932190256731 33.64209990319705, -86.68932145556568 33.64209966719619, -86.68932105956424 33.64209937419514, -86.68932072556305 33.64209903119388, -86.68932046156209 33.64209864819247, -86.68932027356141 33.64209823519099, -86.68932016756099 33.64209780118938, -86.68932014656093 33.6420973591878, -86.68932021056116 33.64209692018619, -86.68932035756171 33.64209649618465, -86.68932058456255 33.6420960961832, -86.68932088456364 33.64209573218187, -86.68932125056494 33.6420954131807, -86.6893216735665 33.64209514717976, -86.6893221415682 33.64209494217903, -86.68932264356999 33.64209480217852, -86.68932316557192 33.64209473117825, -86.68932369357384 33.64209473117825, -86.68932421557571 33.64209480217852, -86.68932471757756 33.64209494217903, -86.68932518557926 33.64209514717976, -86.68932560858082 33.6420954131807, -86.68932597458212 33.64209573218187, -86.68932627458321 33.6420960961832, -86.68932650158405 33.64209649618465, -86.6893266485846 33.64209692018619, -86.68932671258483 33.6420973591878, -86.68932669158471 33.64209780118938, -86.68932658558435 33.64209823519099, -86.68932639758367 33.64209864819247, -86.68932613358271 33.64209903119388, -86.68932579958147 33.64209937419514, -86.68932540358003 33.64209966719619, -86.68932495657845 33.64209990319705, -86.68932446957666 33.64210007719765, -86.68932395657481 33.64210018219808, -86.68932342957288 33.64210021819821))",True
164,164,165,0,2020-07-18T21:44:17Z,3.95167,15.089,0.996,0.006,2.032,85.4,14,16.6,5,33.65302277,-86.67773438,P25,1,P25L0,TRUE,2020-07-18,1.0,165,1.89734325217e-05,2.82454903865e-11,"POLYGON ((-86.67773438044156 33.65302551791649, -86.67773385343963 33.65302548191636, -86.67773333943779 33.65302537691593, -86.677732853436 33.65302520291533, -86.67773240643442 33.65302496691447, -86.67773201043298 33.65302467391342, -86.67773167643173 33.65302433091216, -86.67773141143078 33.65302394791075, -86.67773122443009 33.65302353490927, -86.67773111842973 33.65302310090766, -86.67773109742961 33.65302265890608, -86.67773116042986 33.65302221990447, -86.6777313084304 33.65302179590293, -86.67773153443125 33.65302139590148, -86.67773183543233 33.65302103190015, -86.67773220143363 33.65302071289898, -86.67773262443518 33.65302044689804, -86.67773309243688 33.65302024189731, -86.67773359443873 33.6530201018968, -86.6777341164406 33.65302003089653, -86.67773464444252 33.65302003089653, -86.67773516644445 33.6530201018968, -86.67773566844625 33.65302024189731, -86.67773613644795 33.65302044689804, -86.6777365594495 33.65302071289898, -86.6777369254508 33.65302103190015, -86.67773722645194 33.65302139590148, -86.67773745245273 33.65302179590293, -86.67773760045327 33.65302221990447, -86.67773766345351 33.65302265890608, -86.67773764245345 33.65302310090766, -86.67773753645304 33.65302353490927, -86.67773734945234 33.65302394791075, -86.67773708445139 33.65302433091216, -86.67773675045021 33.65302467391342, -86.67773635444877 33.65302496691447, -86.67773590744713 33.65302520291533, -86.67773542144533 33.65302537691593, -86.67773490744349 33.65302548191636, -86.67773438044156 33.65302551791649))",True
165,165,166,1,2020-07-14T00:39:26Z,2.95182,21.469,0.988,0.008,0.942,219.2,14,30.4,5,33.6456871,-86.6809082,P25,2,P25L1,TRUE,2020-07-14,1.0,166,1.89723878989e-05,2.82427884027e-11,"POLYGON ((-86.6809081999798 33.64568984824808, -86.68090767297787 33.64568981224795, -86.68090715997602 33.64568970724758, -86.68090667297423 33.64568953324692, -86.68090622597265 33.64568929724607, -86.68090582997121 33.64568900424501, -86.68090549596997 33.64568866124375, -86.68090523196901 33.64568827824235, -86.68090504396832 33.64568786524086, -86.68090493796797 33.64568743123931, -86.68090491696785 33.64568698923767, -86.68090498096808 33.64568655023606, -86.68090512796863 33.64568612623452, -86.68090535496947 33.64568572623307, -86.68090565497056 33.64568536223175, -86.68090602097186 33.64568504323063, -86.68090644397341 33.64568477722963, -86.68090691197511 33.6456845722289, -86.68090741397697 33.64568443222839, -86.68090793597884 33.64568436122812, -86.68090846398076 33.64568436122812, -86.68090898598268 33.64568443222839, -86.68090948798448 33.6456845722289, -86.68090995598618 33.64568477722963, -86.68091037898773 33.64568504323063, -86.68091074498903 33.64568536223175, -86.68091104499013 33.64568572623307, -86.68091127199096 33.64568612623452, -86.68091141899151 33.64568655023606, -86.68091148299175 33.64568698923767, -86.68091146199168 33.64568743123931, -86.68091135599127 33.64568786524086, -86.68091116799059 33.64568827824235, -86.68091090398963 33.64568866124375, -86.68091056998844 33.64568900424501, -86.680910173987 33.64568929724607, -86.68090972698536 33.64568953324692, -86.68090923998358 33.64568970724758, -86.68090872698173 33.64568981224795, -86.6809081999798 33.64568984824808))",True
166,166,167,2,2020-07-14T00:21:18Z,2.64861,7.424,0.974,0.009,0.643,209.0,18,11.9,3,33.64757156,-86.68054199,P25,3,P25L2,TRUE,2020-07-14,1.0,167,1.897267567e-05,2.82435523438e-11,"POLYGON ((-86.68054198964848 33.64757430809891, -86.68054146264654 33.64757427209878, -86.68054094964469 33.64757416709841, -86.68054046264291 33.64757399309775, -86.68054001564127 33.64757375709689, -86.68053961963983 33.64757346409584, -86.68053928563864 33.64757312109458, -86.68053902163768 33.64757273809323, -86.680538833637 33.64757232509169, -86.68053872763659 33.64757189109014, -86.68053870663653 33.6475714490885, -86.68053877063676 33.64757101008695, -86.68053891763731 33.64757058608541, -86.6805391436381 33.64757018608395, -86.68053944463924 33.64756982208263, -86.68053981064054 33.64756950308146, -86.68054023364209 33.64756923708046, -86.68054070164379 33.64756903207973, -86.68054120364559 33.64756889207922, -86.68054172564752 33.64756882107895, -86.68054225364943 33.64756882107895, -86.6805427756513 33.64756889207922, -86.68054327765316 33.64756903207973, -86.68054374565486 33.64756923708046, -86.68054416865641 33.64756950308146, -86.68054453465771 33.64756982208263, -86.68054483565879 33.64757018608395, -86.68054506165964 33.64757058608541, -86.68054520866019 33.64757101008695, -86.68054527266042 33.6475714490885, -86.68054525166031 33.64757189109014, -86.68054514565995 33.64757232509169, -86.68054495765927 33.64757273809323, -86.68054469365831 33.64757312109458, -86.68054435965706 33.64757346409584, -86.68054396365562 33.64757375709689, -86.68054351665404 33.64757399309775, -86.68054302965226 33.64757416709841, -86.68054251665041 33.64757427209878, -86.68054198964848 33.64757430809891))",True
167,167,168,3,2020-07-18T21:17:29Z,2.42424,11.693,0.973,0.008,0.479,261.7,25,17.6,3,33.64704132,-86.67832184,P25,4,P25L3,TRUE,2020-07-18,1.0,168,1.89726756693e-05,2.82435523375e-11,"POLYGON ((-86.67832183957722 33.64704406817128, -86.67832131257535 33.64704403217115, -86.67832079957344 33.64704392717073, -86.67832031257171 33.64704375317012, -86.67831986557007 33.64704351716927, -86.67831946956863 33.64704322416821, -86.67831913556739 33.64704288116695, -86.67831887156643 33.64704249816555, -86.67831868356575 33.64704208516406, -86.67831857756539 33.64704165116245, -86.67831855656533 33.64704120916088, -86.67831862056556 33.64704077015926, -86.67831876756605 33.64704034615772, -86.6783189935669 33.64703994615627, -86.67831929456798 33.64703958215495, -86.67831966056934 33.64703926315377, -86.67832008357084 33.64703899715283, -86.67832055157254 33.6470387921521, -86.67832105357439 33.64703865215159, -86.67832157557626 33.64703858115132, -86.67832210357818 33.64703858115132, -86.67832262558011 33.64703865215159, -86.6783231275819 33.6470387921521, -86.67832359558361 33.64703899715283, -86.67832401858516 33.64703926315377, -86.67832438458652 33.64703958215495, -86.6783246855876 33.64703994615627, -86.67832491158839 33.64704034615772, -86.67832505858894 33.64704077015926, -86.67832512258917 33.64704120916088, -86.67832510158911 33.64704165116245, -86.6783249955887 33.64704208516406, -86.67832480758801 33.64704249816555, -86.67832454358705 33.64704288116695, -86.67832420958587 33.64704322416821, -86.67832381358443 33.64704351716927, -86.67832336658279 33.64704375317012, -86.678322879581 33.64704392717073, -86.67832236657915 33.64704403217115, -86.67832183957722 33.64704406817128))",True
168,168,169,4,2020-07-14T00:38:36Z,3.24371,22.853,0.989,0.007,1.234,107.1,10,21.9,2,33.64639664,-86.67357636,P25,5,P25L4,TRUE,2020-07-14,1.0,169,1.89723878709e-05,2.82427883273e-11,"POLYGON ((-86.67357636032534 33.64639938782756, -86.67357583332341 33.64639935182743, -86.67357532032156 33.64639924682706, -86.67357483331978 33.6463990728264, -86.67357438631814 33.64639883682554, -86.6735739903167 33.64639854382449, -86.67357365631551 33.64639820082323, -86.67357339231455 33.64639781782188, -86.67357320431387 33.64639740482033, -86.67357309831345 33.64639697081878, -86.67357307731339 33.64639652881715, -86.67357314131363 33.6463960898156, -86.67357328831417 33.64639566581405, -86.67357351531501 33.6463952658126, -86.6735738153161 33.64639490181128, -86.67357418131741 33.6463945828101, -86.67357460431896 33.64639431680911, -86.67357507232066 33.64639411180838, -86.67357557432246 33.64639397180787, -86.67357609632438 33.6463939008076, -86.6735766243263 33.6463939008076, -86.67357714632817 33.64639397180787, -86.67357764833002 33.64639411180838, -86.67357811633173 33.64639431680911, -86.67357853933328 33.6463945828101, -86.67357890533458 33.64639490181128, -86.67357920533567 33.6463952658126, -86.67357943233651 33.64639566581405, -86.67357957933706 33.6463960898156, -86.67357964333729 33.64639652881715, -86.67357962233717 33.64639697081878, -86.67357951633682 33.64639740482033, -86.67357932833613 33.64639781782188, -86.67357906433517 33.64639820082323, -86.67357873033393 33.64639854382449, -86.67357833433249 33.64639883682554, -86.67357788733091 33.6463990728264, -86.67357740032912 33.64639924682706, -86.67357688732727 33.64639935182743, -86.67357636032534 33.64639938782756))",True
169,169,170,5,2020-07-18T21:35:39Z,2.37372,15.509,0.881,0.005,0.386,256.8,16,7.6,1,33.64568329,-86.68138123,P25,6,P25L5,TRUE,2020-07-18,1.0,170,1.89723878881e-05,2.82427883663e-11,"POLYGON ((-86.68138122969947 33.6456860382342, -86.68138070269754 33.64568600223407, -86.68138018969569 33.6456858972337, -86.6813797026939 33.6456857232331, -86.68137925569232 33.64568548723224, -86.68137885969088 33.64568519423113, -86.68137852568964 33.64568485122993, -86.68137826168868 33.64568446822852, -86.68137807368799 33.64568405522704, -86.68137796768764 33.64568362122543, -86.68137794668752 33.64568317922385, -86.68137801068775 33.64568274022224, -86.6813781576883 33.6456823162207, -86.68137838468914 33.64568191621925, -86.68137868469023 33.64568155221792, -86.68137905069153 33.64568123321675, -86.68137947369308 33.64568096721581, -86.68137994169479 33.64568076221502, -86.68138044369664 33.64568062221451, -86.68138096569851 33.6456805512143, -86.68138149370043 33.6456805512143, -86.68138201570235 33.64568062221451, -86.68138251770415 33.64568076221502, -86.68138298570585 33.64568096721581, -86.6813834087074 33.64568123321675, -86.68138377470871 33.64568155221792, -86.6813840747098 33.64568191621925, -86.68138430171064 33.6456823162207, -86.68138444871119 33.64568274022224, -86.68138451271142 33.64568317922385, -86.68138449171136 33.64568362122543, -86.68138438571094 33.64568405522704, -86.68138419771026 33.64568446822852, -86.6813839337093 33.64568485122993, -86.68138359970811 33.64568519423113, -86.68138320370667 33.64568548723224, -86.68138275670503 33.6456857232331, -86.68138226970325 33.6456858972337, -86.6813817567014 33.64568600223407, -86.68138122969947 33.6456860382342))",True
