nearest10hz,timestamp,deviceTimestamp,deviceID,sequenceID,windSpeed,windAngle,windReference,nearestMS,wind_up,wind_right
1601568767.4,1601568767.406662,1601568767.406662,35,37,4.16,4.0351,250,1601568767.407,-2.6070000362099264,-3.2417820425194295
1601568767.5,1601568767.4941769,1601568767.4941769,35,38,4.21,3.967,250,1601568767.494,-2.8554648914581024,-3.0936095832619492
1601568767.6,1601568767.592292,1601568767.592292,35,39,4.37,3.9723,250,1601568767.592,-2.946925311425428,-3.2268453958750714
1601568767.7,1601568767.7009609,1601568767.7009609,35,40,4.32,3.981,250,1601568767.701,-2.8853453837421914,-3.2151488327164
1601568767.8,1601568767.789468,1601568767.788483,35,41,4.26,3.9845,250,1601568767.789,-2.834157008731817,-3.1804329972279435
1601568767.9,1601568767.888263,1601568767.887514,35,42,4.16,3.9845,250,1601568767.888,-2.7676275014845912,-3.105774945649823
1601568768.0,1601568767.9884698,1601568767.9884698,35,43,4.01,3.9897,250,1601568767.988,-2.6522295448328714,-3.0076200626933614
1601568768.1,1601568768.0889509,1601568768.088414,35,44,3.9,3.9967,250,1601568768.089,-2.5589362713680073,-2.9431012825040868
1601568768.2,1601568768.198174,1601568768.197582,35,45,3.9,4.0159,250,1601568768.198,-2.5019605498592528,-2.9916873845620944
1601568768.3,1601568768.3025231,1601568768.300772,35,46,3.9,4.0543000000000005,250,1601568768.303,-2.385263566499584,-3.085533619704975
1601568768.4,1601568768.400333,1601568768.400333,35,47,3.9,4.0874000000000015,250,1601568768.4,-2.281844511972982,-3.1627813113111034
1601568768.5,1601568768.487583,1601568768.4871528,35,48,3.9,4.1450000000000005,250,1601568768.488,-2.0959847681070802,-3.2888976651551665
1601568768.6,1601568768.588331,1601568768.588331,35,49,3.8,4.1991000000000005,250,1601568768.588,-1.8659711553225518,-3.31030990203398
1601568768.7,1601568768.686678,1601568768.686445,35,50,3.7,4.2358,250,1601568768.687,-1.697378470296157,-3.2876901205215616
1601568768.8,1601568768.79436,1601568768.79436,35,51,3.54,4.3213,250,1601568768.794,-1.3494317065104204,-3.2727105080444217
1601568768.9,1601568768.891489,1601568768.891489,35,52,3.44,4.3545,250,1601568768.891,-1.205024271186842,-3.2220360807803843
1601568769.0,1601568768.9898891,1601568768.989235,35,53,3.44,4.3562,250,1601568768.99,-1.1995450712281712,-3.2240799652136736
1601568769.1,1601568769.089548,1601568769.08897,35,54,3.39,4.3353,250,1601568769.09,-1.2482506828556656,-3.151820146002999
1601568769.2,1601568769.200361,1601568769.199557,35,55,3.39,4.3248000000000015,250,1601568769.2,-1.281275377101041,-3.138540012176774
1601568769.3,1601568769.311022,1601568769.31072,35,56,3.44,4.3108,250,1601568769.311,-1.3446320088871613,-3.166317223633172
1601568769.4,1601568769.39873,1601568769.39873,35,57,3.54,4.2829000000000015,250,1601568769.399,-1.474078120364934,-3.2184924568905524
1601568769.5,1601568769.48826,1601568769.487965,35,58,3.75,4.2428,250,1601568769.488,-1.6969492315496126,-3.3440788426027246
1601568769.6,1601568769.587982,1601568769.587293,35,59,3.85,4.2218,250,1601568769.588,-1.813910110543449,-3.3959137372536796
1601568769.7,1601568769.6974,1601568769.6974,35,60,3.85,4.2079,250,1601568769.697,-1.860936561519362,-3.3703731416566467
1601568769.8,1601568769.7951539,1601568769.794691,35,61,3.8,4.2201,250,1601568769.795,-1.7960483252112027,-3.3487625197236714
1601568769.9,1601568769.895199,1601568769.894386,35,62,3.75,4.2253,250,1601568769.895,-1.7552077855924624,-3.313871697787288
1601568770.0,1601568769.997567,1601568769.996398,35,63,3.85,4.234,250,1601568769.998,-1.7723460011690728,-3.4177901708764975
1601568770.1,1601568770.094649,1601568770.0941038,35,64,3.96,4.2236,250,1601568770.095,-1.8594458028860228,-3.496292508662505
1601568770.2,1601568770.192538,1601568770.192538,35,65,4.11,4.2044000000000015,250,1601568770.193,-1.9991909454019896,-3.5910075972939266
1601568770.3,1601568770.308027,1601568770.3073359,35,66,4.26,4.1677,250,1601568770.308,-2.207327963353811,-3.6435289572331264
