,which1,timestamp,deviceTimestamp,name,channel,deviceID,latitude,longitude,locDevice,nextLat,prevLat,nextLon,prevLon,prevTime_ms,nextTime_ms,timediff_ms,distance_ms,velocity_ms,bearing_ms,theta_ms,bearing_north,bearing_east,windSpeed,windAngle,windReference,nearestMS,filledLat,filledLon,filled_velocity,filled_bearing,filled_bearing_n,filled_bearing_e,delta,theorWindNS,theorWindEW,theorWS
40117,fulltime,,,,,,,,,,,,,,,,,,,,,,3.96,3.0909,248.0,1603489290.114,40.54596701313131,-105.03617260101011,1.4209201820955484,3.0808765952947663,-1.4183019182734546,0.08621967587670981,0.0,2.517147926188833,-0.35404674542038755,2.541925014680707
40217,fulltime,,,,,,,,,,,,,,,,,,,,,,4.0600000000000005,3.1031,248.0,1603489290.214,40.54596562772277,-105.0361725019802,1.5035072941099463,3.0853642357138744,-1.5011311496262292,0.08449529610367609,0.0,2.5406691387208555,-0.29949745007446626,2.5582608145084977
40355,fulltime,,,,,,,,,,,,,,,,,,,,,,4.11,3.1188,248.0,1603489290.352,40.54596430948905,-105.0361725,1.26195497966078,3.1134562065044578,-1.2614554931923743,0.03550224479414821,0.0,2.843215454697368,-0.17372588321432036,2.848518001405039
40428,fulltime,,,,,,,,,,,,,,,,,,,,,,4.11,3.1066000000000003,248.0,1603489290.425,40.54596301780822,-105.03617240136988,1.3772866905655194,3.1123746356318462,-1.3766988426778364,0.04023586184521336,0.0,2.724831281787595,-0.22348868783226705,2.733981109626988
40519,fulltime,1603489290.516499,1603489290.513275,Actisense,Location,16.0,40.5459617,-105.0361723,HEMISPHERE,40.5459604,40.545963,-105.03617209999999,-105.03617240000001,1603489290.426,1603489290.626,0.19999980926513672,0.29021595209423123,1.4510811443299745,3.054137287464431,4.799844346510052,-1.445535426051241,0.12674312391938902,4.0600000000000005,3.0944000000000003,248.0,1603489290.516,40.5459617,-105.0361723,1.4510811443299745,3.054137287464431,-1.445535426051241,0.12674312391938902,0.0,2.57771606435878,-0.4182774673554226,2.6114318195485375
40628,fulltime,,,,,,,,,,,,,,,,,,,,,,4.16,3.0821,248.0,1603489290.625,40.54596041181818,-105.03617210181817,1.4510811443299745,3.054137287464431,-1.445535426051241,0.12674312391938902,0.0,2.6696304005449236,-0.48236295847932154,2.7128583632815357
40728,fulltime,,,,,,,,,,,,,,,,,,,,,,4.37,3.063,248.0,1603489290.725,40.545959113,-105.036172001,1.3819804691756592,3.054137289252561,-1.3766988389473949,0.12070759720858516,0.0,2.9331947576489057,-0.6015923308117659,2.994251963143809
40860,fulltime,,,,,,,,,,,,,,,,,,,,,,4.57,3.049,248.0,1603489290.857,40.54595781954887,-105.03617180300752,1.2455618110532727,3.05413729504988,-1.2408015440397056,0.1087922490942763,0.0,3.2553248449684933,-0.709588771008275,3.33176470811043
40918,fulltime,1603489290.914513,1603489290.9115698,Actisense,Location,16.0,40.5459564,-105.0361716,HEMISPHERE,40.5459551,40.5459578,-105.03617140000001,-105.0361718,1603489290.859,1603489291.025,0.1660001277923584,0.3021227332078642,1.8200150639990775,3.029489109136817,4.824492524837666,-1.8085907848778717,0.2036030599927459,4.73,3.035,248.0,1603489290.915,40.5459564,-105.0361716,1.8200150639990775,3.029489109136817,-1.8085907848778717,0.2036030599927459,0.0,2.808746045143187,-0.8226038383133799,2.926727083435591
41027,fulltime,,,,,,,,,,,,,,,,,,,,,,4.68,3.028,248.0,1603489291.024,40.54595511181818,-105.0361714018182,1.8200150639990775,3.029489109136817,-1.8085907848778717,0.2036030599927459,0.0,2.7527176039977403,-0.8437105423122002,2.8791147400838
41128,fulltime,,,,,,,,,,,,,,,,,,,,,,4.73,3.028,248.0,1603489291.125,40.54595381287128,-105.03617120198021,1.3795058992741738,3.0252155487692507,-1.370174678855535,0.16018075900487658,0.0,3.235299977938784,-0.9180136509348393,3.3630217083083793
41218,fulltime,,,,,,,,,,,,,,,,,,,,,,4.73,3.0315000000000003,248.0,1603489291.215,40.545952430769226,-105.0361710043956,1.5735566274731108,3.029489094179152,-1.5636793713596768,0.17603205233353544,0.0,3.050037445099906,-0.8663292753825584,3.170686807285833
41357,fulltime,1603489291.353678,1603489291.347701,Actisense,Location,16.0,40.5459511,-105.0361708,HEMISPHERE,40.5459498,40.5459524,-105.0361706,-105.036171,1603489291.217,1603489291.432,0.21499991416931152,0.2910756960501681,1.353840987215219,3.025215545126313,4.82876608884817,-1.3446833682009443,0.1572006932161651,4.73,3.0298000000000003,248.0,1603489291.354,40.5459511,-105.0361708,1.353840987215219,3.025215545126313,-1.3446833682009443,0.1572006932161651,0.0,3.262724572718743,-0.9127021369278674,3.3879782803576823
41435,fulltime,1603489291.431622,1603489291.42854,Actisense,Location,16.0,40.5459498,-105.0361706,HEMISPHERE,40.5459485,40.5459511,-105.03617050000001,-105.0361708,1603489291.354,1603489291.522,0.1679999828338623,0.290215952172979,1.7274760823039959,3.0541372828615705,4.799844351112912,-1.720874041659392,0.15088455081694505,4.68,3.0438,248.0,1603489291.432,40.5459498,-105.0361706,1.7274760823039959,3.0541372828615705,-1.720874041659392,0.15088455081694505,0.0,2.8790539531616615,-0.7111261466001801,2.9655778630132463
41524,fulltime,,,,,,,,,,,,,,,,,,,,,,4.57,3.0664,248.0,1603489291.521,40.54594851444445,-105.03617050111112,1.7274760823039959,3.0541372828615705,-1.720874041659392,0.15088455081694505,0.0,2.7888108431071554,-0.5891439892462969,2.8503607769363306
41623,fulltime,,,,,,,,,,,,,,,,,,,,,,4.5200000000000005,3.0891,248.0,1603489291.62,40.54594711414141,-105.03617040101011,1.5910123030667769,3.085364213275094,-1.5884978635700198,0.08941300768530543,0.0,2.9048146154491707,-0.4010387900384125,2.9323676545144517
41722,fulltime,,,,,,,,,,,,,,,,,,,,,,4.47,3.0944000000000003,248.0,1603489291.719,40.54594581313131,-105.0361703010101,1.5186949557560756,3.085364208484589,-1.516294806352186,0.08534886565347731,0.0,2.9298211042012303,-0.37611977891921944,2.9538648903965057
41853,fulltime,,,,,,,,,,,,,,,,,,,,,,4.37,3.1066000000000003,248.0,1603489291.85,40.545944509923665,-105.03617020076337,1.259131575405129,3.083206399355106,-1.2569860237757924,0.07347421462340017,0.0,3.09397544568911,-0.33399884121197787,3.111951041462264
41921,fulltime,,,,,,,,,,,,,,,,,,,,,,4.21,3.1171,248.0,1603489291.918,40.54594321911765,-105.03617010147059,1.455278681479478,3.083206405635562,-1.4527988970505614,0.08491999468511464,0.0,2.742750317120176,-0.2636008676334985,2.7553883064787725
42018,fulltime,1603489292.014735,1603489292.012742,Actisense,Location,16.0,40.545942,-105.0361701,HEMISPHERE,40.5459408,40.5459432,-105.03617,-105.0361701,1603489291.919,1603489292.114,0.19500017166137695,0.2670015552702631,1.3692375396157008,3.1099413498270114,4.744040284147472,-1.3685517423443518,0.04333091758890287,4.16,3.1223,248.0,1603489292.015,40.545942,-105.0361701,1.3692375396157008,3.1099413498270114,-1.3685517423443518,0.04333091758890287,0.0,2.7860512285189243,-0.16850428839453038,2.791142264940853
42116,fulltime,,,,,,,,,,,,,,,,,,,,,,4.0600000000000005,3.1223,248.0,1603489292.113,40.54594081212121,-105.0361700010101,1.3692375396157008,3.1099413498270114,-1.3685517423443518,0.04333091758890287,0.0,2.68618096479625,-0.16341209594300554,2.6911469095413945
42216,fulltime,,,,,,,,,,,,,,,,,,,,,,3.9,3.1048,248.0,1603489292.213,40.545939612000005,-105.03616990100001,1.3437311707810458,3.078353338720294,-1.3410451339262992,0.0849200100164526,0.0,2.5394586617450807,-0.3045543688328005,2.5576558912971974
42353,fulltime,,,,,,,,,,,,,,,,,,,,,,3.8,3.1013,248.0,1603489292.35,40.54593840875912,-105.03616980072991,1.1282799910436223,3.0783533337454196,-1.1260246276339045,0.07130411033960801,0.0,2.6536277053494834,-0.3214149263434033,2.67302217601626
42438,fulltime,1603489292.435496,1603489292.4325368,Actisense,Location,16.0,40.545937200000004,-105.03616969999999,HEMISPHERE,40.545936100000006,40.5459384,-105.0361696,-105.03616979999998,1603489292.351,1603489292.514,0.16299986839294434,0.25630604178929567,1.5724309738178304,3.0756116157581106,4.778370018216372,-1.5690094283540876,0.1036753642755567,3.75,3.0961000000000003,248.0,1603489292.435,40.545937200000004,-105.03616969999999,1.5724309738178304,3.0756116157581106,-1.5690094283540876,0.1036753642755567,0.0,2.1577152192272036,-0.3134857570074583,2.1803688419923906
42517,fulltime,1603489292.513594,1603489292.510339,Actisense,Location,16.0,40.545936100000006,-105.0361696,HEMISPHERE,40.545935,40.545937200000004,-105.0361695,-105.03616969999999,1603489292.435,1603489292.613,0.17799997329711914,0.24521184214523192,1.3775948254549575,3.072621769538265,4.781359864436218,-1.374319526664882,0.09493862095000861,3.7,3.063,248.0,1603489292.514,40.545936100000006,-105.0361696,1.3775948254549575,3.072621769538265,-1.374319526664882,0.09493862095000861,0.0,2.2854697728678928,-0.44906715385886514,2.329170107864112
42616,fulltime,1603489292.613458,1603489292.610407,Actisense,Location,16.0,40.545935,-105.0361695,HEMISPHERE,40.545933899999994,40.545936100000006,-105.0361694,-105.0361696,1603489292.514,1603489292.713,0.19900012016296387,0.24521184295256843,1.232219572288505,3.0726217683096917,4.7813598656647915,-1.2292899101386665,0.08491991028101388,3.7,3.035,248.0,1603489292.613,40.545935,-105.0361695,1.232219572288505,3.0726217683096917,-1.2292899101386665,0.08491991028101388,0.0,2.413834673485043,-0.5613333436346434,2.4782439253622095
42715,fulltime,,,,,,,,,,,,,,,,,,,,,,3.54,3.0106,248.0,1603489292.712,40.54593391099999,-105.03616940100001,1.232219572288505,3.0726217683096917,-1.2292899101386665,0.08491991028101388,0.0,2.240171415840611,-0.6182430207201262,2.3239174694938014
42849,fulltime,1603489292.846059,1603489292.84202,Actisense,Location,16.0,40.5459328,-105.0361693,HEMISPHERE,40.545931700000004,40.545933899999994,-105.0361692,-105.0361694,1603489292.713,1603489292.913,0.20000004768371582,0.2452118407089476,1.2260589112295146,3.072621765554363,4.78135986842012,-1.2231438961190937,0.08449534420254465,3.49,2.967,248.0,1603489292.846,40.5459328,-105.0361693,1.2260589112295146,3.072621765554363,-1.2231438961190937,0.08449534420254465,0.0,2.1638478674916195,-0.7571618266414942,2.292494629300386
42915,fulltime,,,,,,,,,,,,,,,,,,,,,,3.49,2.9547000000000003,248.0,1603489292.912,40.54593171641791,-105.03616920149254,1.2260589112295146,3.072621765554363,-1.2231438961190937,0.08449534420254465,0.0,2.1532395395617865,-0.7987571085309755,2.29661782479389
43023,fulltime,,,,,,,,,,,,,,,,,,,,,,3.6,2.9389999999999996,248.0,1603489293.02,40.54593061018519,-105.0361691009259,1.4012109052227315,3.0726217557777553,-1.3978794567240422,0.09656617101243653,0.0,2.070190155860359,-0.8690906843293984,2.245218452402634
43125,fulltime,1603489293.122335,1603489293.119327,Actisense,Location,16.0,40.5459295,-105.0361689,HEMISPHERE,40.5459285,40.545930600000005,-105.03616880000001,-105.03616909999998,1603489293.021,1603489293.219,0.19800019264221191,0.2348811757945666,1.1862674104514583,3.0334610685334282,4.820520565441054,-1.17933898517498,0.12802315081912738,3.75,2.9303000000000003,248.0,1603489293.122,40.5459295,-105.0361689,1.1862674104514583,3.0334610685334282,-1.17933898517498,0.12802315081912738,0.0,2.380972424843554,-1.049551757070744,2.602035468366194
43222,fulltime,1603489293.219285,1603489293.2182882,Actisense,Location,16.0,40.5459285,-105.03616880000001,HEMISPHERE,40.5459274,40.5459295,-105.0361687,-105.0361689,1603489293.122,1603489293.359,0.2369999885559082,0.234120040847829,0.987848321320067,3.069348586356462,4.784633047618021,-0.9852715507645032,0.07130411761592108,3.85,2.9408000000000003,248.0,1603489293.219,40.5459285,-105.03616880000001,0.987848321320067,3.069348586356462,-0.9852715507645032,0.07130411761592108,0.0,2.7221108391622506,-0.9668749685060211,2.8887254326792866
43361,fulltime,,,,,,,,,,,,,,,,,,,,,,3.96,2.9443,248.0,1603489293.358,40.54592740785714,-105.03616870071428,0.987848321320067,3.069348586356462,-0.9852715507645032,0.07130411761592108,0.0,2.831750130897228,-0.9831841382334476,2.9975756626831487
43435,fulltime,,,,,,,,,,,,,,,,,,,,,,4.11,2.9478,248.0,1603489293.432,40.545926314864865,-105.03616860135135,1.1458498026203783,3.072621751661893,-1.14312548749704,0.07896765160376819,0.0,2.8258021836170064,-0.9886058313308853,2.9937433875795154
43523,fulltime,,,,,,,,,,,,,,,,,,,,,,4.16,2.9530000000000003,248.0,1603489293.52,40.54592531136363,-105.0361686,1.442359598118364,3.1054234228528257,-1.4414162439971758,0.052157663149743856,0.0,2.6139481269520526,-0.8749991837944894,2.7565101817401594
43621,fulltime,1603489293.618095,1603489293.615514,Actisense,Location,16.0,40.5459242,-105.0361685,HEMISPHERE,40.545923200000004,40.54592529999999,-105.0361685,-105.0361686,1603489293.521,1603489293.718,0.19700002670288086,0.23366216799863215,1.1861022148542437,3.105423430805314,4.748558203169169,-1.18532646245379,0.042891042059227835,4.16,2.9233,248.0,1603489293.618,40.5459242,-105.0361685,1.1861022148542437,3.105423430805314,-1.18532646245379,0.042891042059227835,0.0,2.8407169398699494,-1.0042835005101989,3.0130147828812768
43720,fulltime,,,,,,,,,,,,,,,,,,,,,,3.96,2.8569999999999998,248.0,1603489293.717,40.545923210000005,-105.0361685,1.1861022148542437,3.105423430805314,-1.18532646245379,0.042891042059227835,0.0,2.5726956453968253,-1.205656048324639,2.8411915441774727
43864,fulltime,,,,,,,,,,,,,,,,,,,,,,3.85,2.782,248.0,1603489293.861,40.545922213793105,-105.03616840137931,0.9083690470533067,3.103616661406459,-0.9077141117586123,0.034487924826030816,0.0,2.6420054638959365,-1.4561464817991778,3.016712688956657
43922,fulltime,,,,,,,,,,,,,,,,,,,,,,3.8,2.7313,248.0,1603489293.919,40.54592131578948,-105.03616840000001,1.0467282706958971,3.101619999556306,-1.0458921439798952,0.04182936570355419,0.0,2.375368205788074,-1.6119474085636234,2.8706704027184724
44018,fulltime,,,,,,,,,,,,,,,,,,,,,,3.6,2.6476,248.0,1603489294.015,40.545920418556705,-105.03616840000001,1.2996805903455448,3.141592653589793,-1.2996805903455448,1.5916496748806138e-16,0.0,1.8699278346149295,-1.706921917493469,2.5318397538326276
44117,fulltime,,,,,,,,,,,,,,,,,,,,,,3.34,2.5516,248.0,1603489294.114,40.545919509183676,-105.03616830102041,1.027329278678074,3.099401855295704,-1.026415058648747,0.04333098439109667,0.0,1.6680939160549912,-1.930300537763181,2.5511953039445063
44216,fulltime,,,,,,,,,,,,,,,,,,,,,,3.29,2.5010000000000003,248.0,1603489294.213,40.545918716,-105.0361683,0.9556574150721089,3.0969232514160225,-0.9547041354637693,0.042674450326653145,0.0,1.592588974436805,-2.039487361889934,2.587633733897909
44358,fulltime,,,,,,,,,,,,,,,,,,,,,,3.24,2.4748,248.0,1603489294.355,40.54591790567376,-105.03616820070923,0.7390558623996096,3.0941354869240274,-0.7382237741831167,0.03506033339923511,0.0,1.7098711709201107,-2.087304182832609,2.698239828631661
44430,fulltime,1603489294.4266028,1603489294.424603,Actisense,Location,16.0,40.545917200000005,-105.0361682,HEMISPHERE,40.5459164,40.5459179,-105.03616809999998,-105.0361682,1603489294.356,1603489294.517,0.16100001335144043,0.16700627515985939,1.0373059708716181,3.0909769001804888,4.763004733793994,-1.0359774891873108,0.0524816072835568,3.13,2.494,248.0,1603489294.427,40.545917200000005,-105.0361682,1.0373059708716181,3.0909769001804888,-1.0359774891873108,0.0524816072835568,0.0,1.3615872835804133,-1.9596275250408435,2.3862229501254886
44518,fulltime,,,,,,,,,,,,,,,,,,,,,,3.18,2.5114,248.0,1603489294.515,40.54591641777778,-105.0361681022222,1.0373059708716181,3.0909769001804888,-1.0359774891873108,0.0524816072835568,0.0,1.435086488873617,-1.9490784883242924,2.420409094387995
44619,fulltime,1603489294.616482,1603489294.6134892,Actisense,Location,16.0,40.5459157,-105.03616809999998,HEMISPHERE,40.5459151,40.5459164,-105.036168,-105.03616809999998,1603489294.517,1603489294.714,0.19700002670288086,0.1448001432957219,0.7350260084690862,3.0832063852569154,4.770775248717568,-0.7337735285517688,0.042891047115728366,3.29,2.494,248.0,1603489294.616,40.5459157,-105.03616809999998,0.7350260084690862,3.0832063852569154,-0.7337735285517688,0.042891047115728366,0.0,1.7698401843080238,-2.091592116739261,2.739907272299061
44717,fulltime,1603489294.714314,1603489294.712319,Actisense,Location,16.0,40.5459151,-105.036168,HEMISPHERE,40.5459145,40.5459157,-105.0361679,-105.03616809999998,1603489294.616,1603489294.859,0.24300003051757812,0.13449976819205103,0.5534969189327801,3.0156157918035427,4.838365842170941,-0.5491106793850772,0.06954351913255125,3.44,2.4853,248.0,1603489294.714,40.5459151,-105.036168,0.5534969189327801,3.0156157918035427,-0.5491106793850772,0.06954351913255125,0.0,1.8909350020781253,-2.355281644126189,3.020428248649844
44860,fulltime,,,,,,,,,,,,,,,,,,,,,,3.6,2.4695,248.0,1603489294.857,40.545914508275864,-105.0361679013793,0.5534969189327801,3.0156157918035427,-0.5491106793850772,0.06954351913255125,0.0,1.9640142391824473,-2.5080916652321745,3.185573061933835
44917,fulltime,1603489294.913944,1603489294.9107401,Actisense,Location,16.0,40.5459139,-105.0361678,HEMISPHERE,40.5459134,40.5459145,-105.0361678,-105.0361679,1603489294.859,1603489295.013,0.15400004386901855,0.12260592087109058,0.7961421165267357,3.0726217464707997,4.781359887503683,-0.7942492486047956,0.054867119465012944,3.39,2.5184,248.0,1603489294.914,40.5459139,-105.0361678,0.7961421165267357,3.0726217464707997,-0.7942492486047956,0.054867119465012944,0.0,1.8155999632154316,-2.1086455547667184,2.7825868004548067
45015,fulltime,,,,,,,,,,,,,,,,,,,,,,3.24,2.5917000000000003,248.0,1603489295.012,40.545913405050506,-105.0361678,0.7961421165267357,3.0726217464707997,-0.7942492486047956,0.054867119465012944,0.0,1.8448546559508097,-1.8246888336684286,2.594798266011759
45116,fulltime,1603489295.113181,1603489295.109947,Actisense,Location,16.0,40.5459129,-105.03616770000001,HEMISPHERE,40.5459124,40.5459134,-105.03616770000001,-105.0361678,1603489295.013,1603489295.222,0.2089998722076416,0.11151549903774324,0.5335673072897981,3.0657498889212884,4.788231745053194,-0.5320334698256339,0.04042843546047748,3.29,2.6493,248.0,1603489295.113,40.5459129,-105.03616770000001,0.5335673072897981,3.0657498889212884,-0.5320334698256339,0.04042843546047748,0.0,2.241126280348627,-1.7297933020666127,2.8310478399956063
45225,fulltime,1603489295.2223132,1603489295.219652,Actisense,Location,16.0,40.5459124,-105.03616770000001,HEMISPHERE,40.5459119,40.5459129,-105.03616770000001,-105.03616770000001,1603489295.113,1603489295.357,0.24400019645690918,0.11119492636381853,0.45571654440637194,3.141592653589793,4.71238898038469,-0.45571654440637194,5.58091807425756e-17,3.29,2.7156,248.0,1603489295.222,40.5459124,-105.03616770000001,0.45571654440637194,3.141592653589793,-0.45571654440637194,5.58091807425756e-17,0.0,2.540252840806955,-1.3595100010167205,2.881171973015892
45358,fulltime,,,,,,,,,,,,,,,,,,,,,,3.34,2.782,248.0,1603489295.355,40.54591190740741,-105.03616770000001,0.45571654440637194,3.141592653589793,-0.45571654440637194,5.58091807425756e-17,0.0,2.6706578694551246,-1.1753225192908479,2.9178410649030853
45437,fulltime,,,,,,,,,,,,,,,,,,,,,,3.54,2.8361,248.0,1603489295.434,40.545911406410255,-105.03616760128205,0.5235467952783703,3.0657498688096867,-0.5220417628231292,0.03966919100223235,0.0,2.7636746075553105,-1.2777783158940141,3.0447684248584395
45514,fulltime,,,,,,,,,,,,,,,,,,,,,,3.75,2.8971,248.0,1603489295.511,40.5459110051948,-105.0361676,0.6479453160362162,3.0573607187503185,-0.6456480826465525,0.054513172243986364,0.0,2.9035576505761207,-1.1561224720599914,3.125262581067586
