nearest10hz,timestamp,deviceTimestamp,deviceID,latitude,longitude,nearestMS,nextLat,prevLat,nextLon,prevLon,prevTime_ms,nextTime_ms,timediff_ms,distance_ms,velocity_ms,bearing_ms,theta_ms,bearing_north,bearing_south
1601568765.5,1601568765.523402,1601568765.521347,16,40.5949615,-105.1400313,1601568765.523,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568765.424,1601568765.667,0.24300003051757812,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568765.7,1601568765.693676,1601568765.6904879,16,40.5949615,-105.1400313,1601568765.694,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568765.595,1601568765.775,0.1799999475479126,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568765.8,1601568765.828926,1601568765.827172,16,40.5949615,-105.1400313,1601568765.829,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568765.721,1601568765.929,0.20799994468688965,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568765.9,1601568765.928783,1601568765.927703,16,40.5949615,-105.1400313,1601568765.929,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568765.829,1601568766.028,0.19900012016296387,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568766.0,1601568766.0283859,1601568766.026398,16,40.5949615,-105.1400313,1601568766.028,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568765.929,1601568766.125,0.1960000991821289,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568766.1,1601568766.125399,1601568766.1234062,16,40.5949615,-105.1400313,1601568766.125,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568766.028,1601568766.221,0.19299983978271484,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568766.2,1601568766.220781,1601568766.220165,16,40.5949615,-105.1400313,1601568766.221,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568766.125,1601568766.322,0.19700002670288086,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568766.3,1601568766.321508,1601568766.319774,16,40.5949615,-105.1400313,1601568766.322,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568766.221,1601568766.419,0.1979999542236328,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568766.4,1601568766.4192462,1601568766.418302,16,40.5949615,-105.1400313,1601568766.419,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568766.322,1601568766.518,0.1959998607635498,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
1601568766.5,1601568766.517641,1601568766.517641,16,40.5949615,-105.1400313,1601568766.518,40.5949615,40.5949615,-105.1400313,-105.1400313,1601568766.419,1601568766.678,0.2590000629425049,0.0,0.0,0.0,1.5707963267948966,0.0,0.0
