nearest10hz,nearest10hz_x,bearing_north,bearing_east,latitude,longitude,velocity_ms,nearest10hz_y,wind_up,wind_right,windSpeed
1601568735.9,1601568735.9,0.0,0.0,40.5949614,-105.14003159999999,0.0,,,,
1601568736.0,1601568736.0,0.0,0.0,40.5949614,-105.14003159999999,0.0,,,,
1601568736.1,1601568736.1,0.0,0.0,40.5949614,-105.14003159999999,0.0,,,,
1601568736.2,1601568736.2,0.0,0.0,40.5949614,-105.14003159999999,0.0,,,,
1601568736.3,1601568736.3,0.0,0.0,40.5949614,-105.14003159999999,0.0,,,,
1601568736.4,1601568736.4,0.0,0.0,40.5949614,-105.14003159999999,0.0,,,,
1601568736.5,1601568736.5,0.0,0.0,40.5949614,-105.14003159999999,0.0,,,,
1601568736.7,1601568736.7,0.0,0.0,40.5949614,-105.14003159999999,0.0,,,,
1601568736.8,1601568736.8,0.0,0.0,40.5949614,-105.14003159999999,0.0,,,,
1601568736.9,1601568736.9,0.0,0.0,40.5949614,-105.14003159999999,0.0,,,,
1601568737.0,1601568737.0,0.0,0.0,40.5949614,-105.14003159999999,0.0,,,,
1601568737.1,1601568737.1,0.0,0.0,40.5949614,-105.14003159999999,0.0,,,,
